,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
128,155.245.28.26,100,27,TRUE,2018/6/4 05:40,R_1jV2KgOLtQJgfwT,,,,,51.90859985,0.920898438,anonymous,EN,12.783,12.783,13.594,1,Minister 1,11.124,11.124,13.454,1,Minister 2,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,PM's Position in EU Integration,Neutral,Scandal,No Scandal,PM's Scandal,Having an Extramarital Affair,Oppose EU Integration,Labour Party,Labour Party,Male,Support EU Integration,Sexual Harassment,Misreporting Funds,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,PM's Position in EU Integration,Neutral,Scandal,Misreporting Funds,PM's Scandal,Misreporting Funds,Support EU Integration,Conservative Party,Liberal Democrats,Female,Oppose EU Integration,Having an Extramarital Affair,No Scandal
129,155.245.28.35,100,14,TRUE,2018/6/4 05:41,R_3nep2m4KdvAkfsq,,,,,51.90859985,0.920898438,anonymous,EN,6.775,6.775,7.816,1,Minister 2,3.825,3.825,5.628,1,Minister 1,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Gender,Male,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Labour Party,Oppose EU Integration,Female,Oppose EU Integration,Labour Party,Plagiarism,No Scandal,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,Scandal,No Scandal,Liberal Democrats,Neutral,Female,Support EU Integration,Conservative Party,No Scandal,Having an Extramarital Affair
130,155.245.28.27,100,47,TRUE,2018/6/4 05:41,R_PFNjGs0BJtQda9j,,,,,51.90859985,0.920898438,anonymous,EN,10.623,10.623,12.689,1,Minister 1,24.056,35.897,36.841,4,Minister 2,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,Scandal,No Scandal,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,Gender,Male,Sexual Harassment,Support EU Integration,No Scandal,Conservative Party,Conservative Party,Neutral,Male,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Scandal,No Scandal,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Gender,Female,Having an Extramarital Affair,Neutral,Plagiarism,Conservative Party,Conservative Party,Oppose EU Integration,Male
131,155.245.28.4,100,28,TRUE,2018/6/4 05:41,R_R97827elool8BpL,,,,,51.90859985,0.920898438,anonymous,EN,11.879,11.879,14.726,1,Minister 2,12.296,12.296,13.177,1,Minister 2,Gender,Male,EU Integration,Support EU Integration,Scandal,No Scandal,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Female,Oppose EU Integration,No Scandal,Labour Party,Labour Party,Oppose EU Integration,Having an Extramarital Affair,Gender,Female,EU Integration,Neutral,Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Female,Oppose EU Integration,Plagiarism,Conservative Party,Liberal Democrats,Neutral,No Scandal
132,155.245.28.9,100,32,TRUE,2018/6/4 05:41,R_11cn6FAbmETqRqb,,,,,51.90859985,0.920898438,anonymous,EN,6.86,16.624,17.161,16,Minister 1,4.57,11.982,15.303,3,Minister 2,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Gender,Female,Scandal,No Scandal,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,No Scandal,Neutral,Oppose EU Integration,Male,No Scandal,Conservative Party,Liberal Democrats,Misreporting Funds,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Gender,Female,Scandal,No Scandal,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Misreporting Funds,Neutral,Neutral,Female,Having an Extramarital Affair,Labour Party,Labour Party,Plagiarism
133,155.245.28.21,100,41,TRUE,2018/6/4 05:41,R_1K0zFmOeSHhWWF1,,,,,51.90859985,0.920898438,anonymous,EN,4.232,4.232,19.123,1,Minister 2,8.571,8.571,23.709,1,Minister 2,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,Plagiarism,PM's Scandal,Plagiarism,Gender,Female,PM's Position in EU Integration,Support EU Integration,Liberal Democrats,Neutral,Conservative Party,Misreporting Funds,Misreporting Funds,Male,Support EU Integration,Party Affiliation,Labour Party,EU Integration,Neutral,PM's Partisanship,Labour Party,Scandal,Having an Extramarital Affair,PM's Scandal,No Scandal,Gender,Male,PM's Position in EU Integration,Neutral,Conservative Party,Support EU Integration,Conservative Party,Plagiarism,No Scandal,Male,Support EU Integration
134,155.245.28.12,100,43,TRUE,2018/6/4 05:42,R_2fvPL8jDaCJwVl3,,,,,51.90859985,0.920898438,anonymous,EN,14.168,14.168,15.432,1,Minister 1,26.402,26.402,29.256,1,Minister 1,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Gender,Male,Scandal,No Scandal,PM's Partisanship,Conservative Party,Plagiarism,Support EU Integration,Labour Party,Neutral,Male,Plagiarism,Labour Party,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Scandal,Plagiarism,PM's Partisanship,Conservative Party,Misreporting Funds,Support EU Integration,Liberal Democrats,Support EU Integration,Male,Plagiarism,Conservative Party
135,155.245.28.10,100,20,TRUE,2018/6/4 05:42,R_3iltcytPosSjOPI,,,,,51.90859985,0.920898438,anonymous,EN,10.866,10.866,12.351,1,Minister 1,3.132,6.005,6.794,2,Minister 1,PM's Position in EU Integration,Support EU Integration,Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Female,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,Neutral,Misreporting Funds,Liberal Democrats,Oppose EU Integration,Female,Conservative Party,No Scandal,PM's Position in EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,PM's Partisanship,Labour Party,PM's Scandal,Misreporting Funds,Support EU Integration,Sexual Harassment,Conservative Party,Support EU Integration,Female,Conservative Party,Misreporting Funds
136,155.245.28.19,100,28,TRUE,2018/6/4 05:42,R_UmwK118LxEfhnAB,,,,,51.90859985,0.920898438,anonymous,EN,6.084,6.084,10.201,1,Minister 2,16.667,16.667,17.932,1,Minister 2,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Male,PM's Position in EU Integration,Neutral,Scandal,Misreporting Funds,Conservative Party,Liberal Democrats,Sexual Harassment,Support EU Integration,Female,Oppose EU Integration,Plagiarism,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Male,PM's Position in EU Integration,Neutral,Scandal,Misreporting Funds,Labour Party,Labour Party,Misreporting Funds,Neutral,Male,Oppose EU Integration,Having an Extramarital Affair
137,155.245.28.29,100,34,TRUE,2018/6/4 05:42,R_6Ee78XLSfVj1DsR,,,,,51.90859985,0.920898438,anonymous,EN,20.531,20.531,21.881,1,Minister 2,11.064,11.064,12.764,1,Minister 1,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Gender,Female,PM's Scandal,Misreporting Funds,EU Integration,Neutral,PM's Position in EU Integration,Neutral,Conservative Party,Conservative Party,Sexual Harassment,Male,No Scandal,Support EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Scandal,Plagiarism,Gender,Female,PM's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,Liberal Democrats,Conservative Party,Having an Extramarital Affair,Female,Having an Extramarital Affair,Oppose EU Integration,Oppose EU Integration
138,155.245.28.23,100,14,TRUE,2018/6/4 05:42,R_bK0ToJGRzJH2HyV,,,,,51.90859985,0.920898438,anonymous,EN,6.401,6.401,7.129,1,Minister 1,6.206,6.778,7.183,2,Minister 1,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,Misreporting Funds,Conservative Party,Male,Neutral,Misreporting Funds,Liberal Democrats,Support EU Integration,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Gender,Male,EU Integration,Neutral,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,PM's Position in EU Integration,Neutral,Having an Extramarital Affair,Conservative Party,Female,Oppose EU Integration,Sexual Harassment,Conservative Party,Support EU Integration
139,155.245.28.24,100,27,TRUE,2018/6/4 05:43,R_1q4XraDiRnDTvER,,,,,51.90859985,0.920898438,anonymous,EN,7.032,7.875,8.494,2,Minister 1,16.384,18.505,19.022,2,Minister 1,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Oppose EU Integration,Liberal Democrats,No Scandal,Plagiarism,Conservative Party,Oppose EU Integration,Female,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,EU Integration,Neutral,Gender,Female,Oppose EU Integration,Conservative Party,Misreporting Funds,Plagiarism,Conservative Party,Oppose EU Integration,Female
140,155.245.28.22,100,16,TRUE,2018/6/4 05:43,R_3eBQRVBZgExTRbb,,,,,51.90859985,0.920898438,anonymous,EN,5.212,5.212,6.542,1,Minister 2,8.288,8.288,9.736,1,Minister 1,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Gender,Female,EU Integration,Oppose EU Integration,Misreporting Funds,Labour Party,Labour Party,No Scandal,Neutral,Male,Support EU Integration,Scandal,Plagiarism,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Gender,Female,EU Integration,Support EU Integration,Sexual Harassment,Labour Party,Labour Party,Sexual Harassment,Oppose EU Integration,Male,Oppose EU Integration
141,155.245.28.33,100,28,TRUE,2018/6/4 05:43,R_VJaE8D9nWvxbihz,,,,,51.90859985,0.920898438,anonymous,EN,13.788,13.788,14.725,1,Minister 2,12.701,12.701,13.711,1,Minister 2,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Gender,Female,PM's Scandal,Plagiarism,Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,Labour Party,Labour Party,Female,No Scandal,No Scandal,Support EU Integration,Neutral,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,No Scandal,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Labour Party,Labour Party,Female,Plagiarism,Having an Extramarital Affair,Oppose EU Integration,Neutral
142,155.245.28.34,100,37,TRUE,2018/6/4 05:44,R_3qPsCJc1IrX1Tud,,,,,51.90859985,0.920898438,anonymous,EN,10.813,10.813,14.88,1,Minister 1,16.324,16.324,23.111,1,Minister 2,PM's Scandal,No Scandal,EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,Scandal,No Scandal,Gender,Female,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Plagiarism,Neutral,Oppose EU Integration,Plagiarism,Female,Conservative Party,Liberal Democrats,PM's Scandal,Misreporting Funds,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,Scandal,Misreporting Funds,Gender,Female,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Having an Extramarital Affair,Neutral,Support EU Integration,Having an Extramarital Affair,Female,Conservative Party,Liberal Democrats
143,155.245.28.14,100,15,TRUE,2018/6/4 05:44,R_3qKe60dzUgtIlN4,,,,,51.90859985,0.920898438,anonymous,EN,5.084,5.084,8.784,1,Minister 1,4.494,4.494,5.898,1,Minister 2,PM's Scandal,Misreporting Funds,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Plagiarism,Gender,Male,Misreporting Funds,Neutral,Conservative Party,Oppose EU Integration,Liberal Democrats,No Scandal,Female,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,No Scandal,Gender,Female,Having an Extramarital Affair,Neutral,Labour Party,Support EU Integration,Labour Party,No Scandal,Male
144,155.245.28.37,100,27,TRUE,2018/6/4 05:45,R_2tsamaBnB6Q38UR,,,,,51.90859985,0.920898438,anonymous,EN,11.603,11.603,13.404,1,Minister 1,13.404,13.404,14.3,1,Minister 2,Gender,Female,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,Female,Neutral,Sexual Harassment,Conservative Party,Neutral,Conservative Party,Sexual Harassment,Gender,Male,EU Integration,Support EU Integration,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,Female,Neutral,Plagiarism,Labour Party,Neutral,Labour Party,No Scandal
145,155.245.28.32,100,66,TRUE,2018/6/4 05:45,R_1jiAghhCPXDDaZc,,,,,51.90859985,0.920898438,anonymous,EN,30.946,30.946,33.918,1,Minister 1,33.528,33.528,34.578,1,Minister 1,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Scandal,No Scandal,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Support EU Integration,Plagiarism,Sexual Harassment,Conservative Party,Oppose EU Integration,Male,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Scandal,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Male,PM's Partisanship,Labour Party,Neutral,Sexual Harassment,Having an Extramarital Affair,Conservative Party,Neutral,Female,Conservative Party
146,155.245.28.25,100,14,TRUE,2018/6/4 05:46,R_1NxcDMkyOfVJCSd,,,,,51.90859985,0.920898438,anonymous,EN,3.044,3.044,6.482,1,Minister 2,4.324,4.324,6.925,1,Minister 1,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Female,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Plagiarism,Support EU Integration,Female,Support EU Integration,Labour Party,Plagiarism,Labour Party,PM's Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Misreporting Funds,Oppose EU Integration,Female,Support EU Integration,Conservative Party,Misreporting Funds,Conservative Party
147,155.245.28.2,100,94,TRUE,2018/6/4 05:46,R_1FqEy207r95ll1n,,,,,51.90859985,0.920898438,anonymous,EN,57.369,57.369,58.46,1,Minister 1,40.056,40.056,41.007,1,Minister 2,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Scandal,No Scandal,Gender,Male,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Neutral,Neutral,No Scandal,Female,Plagiarism,Liberal Democrats,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Neutral,Oppose EU Integration,Having an Extramarital Affair,Female,Misreporting Funds,Liberal Democrats,Conservative Party
148,155.245.28.36,100,45,TRUE,2018/6/4 05:47,R_2CZhrYZViiDIm9Y,,,,,51.90859985,0.920898438,anonymous,EN,21.005,21.005,22.133,1,Minister 1,23.447,23.447,25.344,1,Minister 1,Gender,Female,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Female,Conservative Party,Having an Extramarital Affair,Conservative Party,Neutral,Plagiarism,Oppose EU Integration,Gender,Male,PM's Partisanship,Labour Party,PM's Scandal,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Female,Conservative Party,Misreporting Funds,Conservative Party,Neutral,Sexual Harassment,Support EU Integration
149,155.245.28.20,100,15,TRUE,2018/6/4 06:07,R_1rH4HkdJKzBRA3g,,,,,51.90859985,0.920898438,anonymous,EN,6.104,6.104,7.428,1,Minister 2,5.806,5.806,7.326,1,Minister 1,PM's Partisanship,Labour Party,Gender,Male,EU Integration,Neutral,Scandal,Sexual Harassment,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Conservative Party,Male,Neutral,Having an Extramarital Affair,Plagiarism,Support EU Integration,Conservative Party,PM's Partisanship,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,No Scandal,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Conservative Party,Female,Neutral,Sexual Harassment,Plagiarism,Oppose EU Integration,Conservative Party
150,155.245.28.2,100,22,TRUE,2018/6/4 06:07,R_2EynVeyzXSF2TPh,,,,,51.90859985,0.920898438,anonymous,EN,14.643,14.643,15.378,1,Minister 2,6.421,6.421,7.173,1,Minister 2,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Having an Extramarital Affair,Conservative Party,Support EU Integration,Oppose EU Integration,Having an Extramarital Affair,Conservative Party,Male,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Neutral,PM's Position in EU Integration,Neutral,Scandal,Plagiarism,PM's Partisanship,Labour Party,Gender,Male,PM's Scandal,Plagiarism,Labour Party,Support EU Integration,Support EU Integration,Having an Extramarital Affair,Labour Party,Female,Having an Extramarital Affair
151,155.245.28.22,100,18,TRUE,2018/6/4 06:08,R_RIWSafnkQXzVNvj,,,,,51.90859985,0.920898438,anonymous,EN,8.829,8.829,9.58,1,Minister 2,6.677,7.387,7.829,2,Minister 1,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Plagiarism,Party Affiliation,Conservative Party,Plagiarism,Oppose EU Integration,Oppose EU Integration,Labour Party,Female,Plagiarism,Labour Party,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Sexual Harassment,Neutral,Neutral,Conservative Party,Male,No Scandal,Liberal Democrats
152,155.245.28.14,100,22,TRUE,2018/6/4 06:08,R_1cTiMdk1j4KJe5S,,,,,51.90859985,0.920898438,anonymous,EN,8.4,8.4,9.692,1,Minister 1,10.778,10.778,11.612,1,Minister 2,PM's Scandal,Misreporting Funds,EU Integration,Neutral,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Sexual Harassment,Oppose EU Integration,Labour Party,Labour Party,Male,Having an Extramarital Affair,Support EU Integration,PM's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,No Scandal,Support EU Integration,Conservative Party,Liberal Democrats,Female,Sexual Harassment,Neutral
153,155.245.28.4,100,45,TRUE,2018/6/4 06:08,R_3HLhLVBYYhJbRE8,,,,,51.90859985,0.920898438,anonymous,EN,34.237,34.237,35.805,1,Minister 1,9.111,9.111,10.805,1,Minister 1,PM's Scandal,No Scandal,EU Integration,Support EU Integration,Scandal,No Scandal,Gender,Female,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Having an Extramarital Affair,Neutral,Sexual Harassment,Male,Oppose EU Integration,Conservative Party,Conservative Party,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Sexual Harassment,Support EU Integration,Having an Extramarital Affair,Female,Neutral,Conservative Party,Conservative Party
154,155.245.28.17,100,32,TRUE,2018/6/4 06:09,R_UFryj6URXxm7w2t,,,,,51.90859985,0.920898438,anonymous,EN,13.413,19.636,22.317,2,Minister 1,9.25,9.25,10.815,1,Minister 2,PM's Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,No Scandal,Female,Support EU Integration,Oppose EU Integration,Misreporting Funds,Conservative Party,Conservative Party,PM's Scandal,No Scandal,Gender,Female,EU Integration,Neutral,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Misreporting Funds,Female,Neutral,Support EU Integration,Plagiarism,Conservative Party,Conservative Party
155,155.245.28.19,100,36,TRUE,2018/6/4 06:10,R_2Uf1bBUiFpqhH2x,,,,,51.90859985,0.920898438,anonymous,EN,12.604,16.694,18.146,2,Minister 1,14.916,14.916,18.835,1,Minister 1,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,No Scandal,Gender,Male,Plagiarism,Oppose EU Integration,Conservative Party,Oppose EU Integration,Conservative Party,No Scandal,Female,Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Misreporting Funds,Gender,Female,Having an Extramarital Affair,Support EU Integration,Labour Party,Neutral,Labour Party,Sexual Harassment,Male
156,155.245.28.12,100,22,TRUE,2018/6/4 06:10,R_XTTNckw6SKhee7n,,,,,51.90859985,0.920898438,anonymous,EN,12.139,12.139,13.611,1,Minister 1,7.31,7.31,8.24,1,Minister 1,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Male,PM's Position in EU Integration,Support EU Integration,Having an Extramarital Affair,Conservative Party,Liberal Democrats,Having an Extramarital Affair,Support EU Integration,Female,Support EU Integration,Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,No Scandal,Conservative Party,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Female,Support EU Integration
157,155.245.28.11,100,38,TRUE,2018/6/4 06:10,R_3shyxuPzvC8Rpq5,,,,,51.90859985,0.920898438,anonymous,EN,16.807,16.807,22.405,1,Minister 1,13.893,15.605,15.989,2,Minister 2,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Gender,Female,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Party Affiliation,Conservative Party,Oppose EU Integration,Neutral,Female,Having an Extramarital Affair,Conservative Party,Having an Extramarital Affair,Liberal Democrats,PM's Position in EU Integration,Neutral,EU Integration,Neutral,Gender,Male,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Neutral,Oppose EU Integration,Female,Misreporting Funds,Conservative Party,Sexual Harassment,Liberal Democrats
158,155.245.28.10,100,36,TRUE,2018/6/4 06:10,R_qxVXCuofjkFHYTD,,,,,51.90859985,0.920898438,anonymous,EN,9.009,9.009,11.182,1,Minister 1,4.825,4.825,26.142,1,Minister 2,Gender,Female,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Scandal,No Scandal,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Male,Labour Party,Labour Party,No Scandal,Misreporting Funds,Neutral,Neutral,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,Male,Conservative Party,Liberal Democrats,No Scandal,Plagiarism,Support EU Integration,Oppose EU Integration
159,155.245.28.13,100,24,TRUE,2018/6/4 06:12,R_a5ddamUbOhHutu9,,,,,51.90859985,0.920898438,anonymous,EN,7.124,7.124,7.847,1,Minister 2,15.61,15.61,16.707,1,Minister 1,Party Affiliation,Liberal Democrats,EU Integration,Neutral,PM's Scandal,Misreporting Funds,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Gender,Male,Labour Party,Oppose EU Integration,Having an Extramarital Affair,No Scandal,Labour Party,Support EU Integration,Female,Party Affiliation,Labour Party,EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Scandal,Plagiarism,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Labour Party,Neutral,Misreporting Funds,Having an Extramarital Affair,Labour Party,Oppose EU Integration,Male
