IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6
155.245.28.22,100,80,TRUE,2018/6/4 05:41,R_BunrhCkSWaRgrkd,,,,,51.90859985,0.920898438,anonymous,EN,0,0,35.824,0,34.576,34.576,36.196,1,Prime Minister 2,10.49,10.49,11.528,1,Prime Minister 2,Scandal,Plagiarism,EU Integration,Neutral,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Male,Minister's Partisanship,Liberal Democrats,Having an Extranarital Affair,Support EU Integration,Having an Extramarital Affair,Conservative Party,Male,Conservative Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Gender,Male,Minister's Partisanship,Labour Party,No Scandal,Neutral,Sexual Harassment,Labour Party,Male,Labour Party
155.245.28.32,100,119,TRUE,2018/6/4 05:41,R_3OelymBgUgaHN61,,,,,51.90859985,0.920898438,anonymous,EN,0,0,39.414,0,18.102,18.102,21.099,1,Prime Minister 2,45.867,45.867,62.834,1,Prime Minister 2,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Female,No Scandal,Support EU Integration,Having an Extramarital Affair,Labour Party,Labour Party,Male,Scandal,No Scandal,EU Integration,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Sexual Harassment,Neutral,Having an Extramarital Affair,Labour Party,Labour Party,Female
155.245.28.14,100,121,TRUE,2018/6/4 05:41,R_11bWKxQnB86Cc7H,,,,,51.90859985,0.920898438,anonymous,EN,0,0,83.769,0,17.047,17.047,21.193,1,Prime Minister 1,20.172,20.172,21.797,1,Prime Minister 2,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Plagiarism,Labour Party,Sexual Harassment,Neutral,Labour Party,Male,No Scandal,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Minister's Partisanship,Labour Party,Gender,Male,Minister's Scandal,Misreporting Funds,Labour Party,Sexual Harassment,Neutral,Labour Party,Male,No Scandal
155.245.28.33,100,75,TRUE,2018/6/4 05:41,R_33jO01TdBtMoRxd,,,,,51.90859985,0.920898438,anonymous,EN,0,0,31.351,0,11.004,11.004,11.961,1,Prime Minister 1,33.734,33.734,34.826,1,Prime Minister 2,Scandal,Misreporting Funds,EU Integration,Neutral,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Sexual Harassment,Neutral,No Scandal,Labour Party,Labour Party,Male,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Minister's Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Female,No Scandal,Oppose EU Integration,Misreporting Funds,Labour Party,Labour Party,Female
155.245.28.24,100,58,TRUE,2018/6/4 05:41,R_10NUFpLe9ijus6Y,,,,,51.90859985,0.920898438,anonymous,EN,0,0,25.654,0,11.476,11.476,12.734,1,Prime Minister 2,19.976,19.976,21.367,1,Prime Minister 1,Gender,Male,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Male,No Scandal,Support EU Integration,Labour Party,Plagiarism,Labour Party,Gender,Female,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Female,Having an Extranarital Affair,Oppose EU Integration,Labour Party,Plagiarism,Labour Party
155.245.28.2,100,123,TRUE,2018/6/4 05:41,R_2cwrh7hDV5ALMg1,,,,,51.90859985,0.920898438,anonymous,EN,0,0,57.647,0,35.233,35.233,36.265,1,Prime Minister 1,35.003,35.003,35.918,1,Prime Minister 2,Minister's Partisanship,Labour Party,Gender,Male,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Neutral,Minister's Scandal,No Scandal,Conservative Party,Female,Conservative Party,No Scandal,Neutral,No Scandal,Minister's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,EU Integration,Neutral,Minister's Scandal,Plagiarism,Conservative Party,Male,Conservative Party,Having an Extranarital Affair,Neutral,Misreporting Funds
155.245.28.37,100,45,TRUE,2018/6/4 05:42,R_3iWOBP2D1UDEDyc,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.395,0,24.65,24.65,26.048,1,Prime Minister 1,10.091,10.091,11.458,1,Prime Minister 2,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Minister's Partisanship,Liberal Democrats,Male,Support EU Integration,Labour Party,Having an Extramarital Affair,Plagiarism,Labour Party,Gender,Female,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Male,Neutral,Conservative Party,Having an Extramarital Affair,Misreporting Funds,Liberal Democrats
155.245.28.25,100,68,TRUE,2018/6/4 05:43,R_1BVLzfwqVDpWprg,,,,,51.90859985,0.920898438,anonymous,EN,0,0,22.513,0,4.68,4.68,36.305,1,Prime Minister 2,4.031,4.031,11.303,1,Prime Minister 1,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Having an Extranarital Affair,Minister's Partisanship,Labour Party,Minister's Scandal,Sexual Harassment,Conservative Party,Support EU Integration,Male,Sexual Harassment,Liberal Democrats,Plagiarism,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Female,Scandal,Having an Extranarital Affair,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,Conservative Party,Oppose EU Integration,Female,Sexual Harassment,Conservative Party,Plagiarism
155.245.28.36,100,87,TRUE,2018/6/4 05:43,R_2CBrndH4vZeZyv4,,,,,51.90859985,0.920898438,anonymous,EN,0,0,37.127,0,35.946,35.946,37.223,1,Prime Minister 2,14.166,14.166,16.02,1,Prime Minister 1,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Gender,Female,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Having an Extranarital Affair,Neutral,Female,Conservative Party,Conservative Party,Having an Extramarital Affair,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Sexual Harassment,Support EU Integration,Female,Labour Party,Labour Party,No Scandal
155.245.28.4,100,39,TRUE,2018/6/4 06:05,R_1jNXwfg5MuIdyE8,,,,,51.90859985,0.920898438,anonymous,EN,0,0,11.395,0,8.794,8.794,10.447,1,Prime Minister 2,12.696,12.696,17.042,1,Prime Minister 1,Scandal,Sexual Harassment,Gender,Female,Minister's Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,No Scandal,Female,Having an Extramarital Affair,Neutral,Labour Party,Labour Party,Scandal,Having an Extranarital Affair,Gender,Female,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,No Scandal,Female,Sexual Harassment,Neutral,Labour Party,Labour Party
155.245.28.2,100,31,TRUE,2018/6/4 06:06,R_2yj85cfMU14TXoa,,,,,51.90859985,0.920898438,anonymous,EN,0,0,12.86,0,8.603,8.603,9.6,1,Prime Minister 2,6.111,6.111,8.461,1,Prime Minister 1,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Male,Party Affiliation,Conservative Party,Plagiarism,Liberal Democrats,Support EU Integration,No Scandal,Male,Conservative Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Conservative Party,Sexual Harassment,Conservative Party,Oppose EU Integration,Having an Extranarital Affair,Female,Conservative Party
155.245.28.20,100,41,TRUE,2018/6/4 06:06,R_10DHeLE5Q7fA178,,,,,51.90859985,0.920898438,anonymous,EN,0,0,18.887,0,12.383,12.383,15.767,1,Prime Minister 2,6.179,6.179,7.302,1,Prime Minister 1,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,No Scandal,Support EU Integration,Male,Conservative Party,No Scandal,Liberal Democrats,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Labour Party,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Misreporting Funds,Neutral,Male,Labour Party,No Scandal,Labour Party
155.245.28.22,100,41,TRUE,2018/6/4 06:06,R_22t5cD7GEIQ4sH7,,,,,51.90859985,0.920898438,anonymous,EN,0,0,11.681,0,17.898,17.898,18.817,1,Prime Minister 2,9.382,9.382,11.398,1,Prime Minister 2,Scandal,Misreporting Funds,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,No Scandal,Female,Misreporting Funds,Liberal Democrats,Conservative Party,Support EU Integration,Scandal,Sexual Harassment,Gender,Male,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Plagiarism,Female,Misreporting Funds,Liberal Democrats,Conservative Party,Support EU Integration
155.245.28.14,100,48,TRUE,2018/6/4 06:06,R_cNFy791x7kkNfnr,,,,,51.90859985,0.920898438,anonymous,EN,0,0,29.634,0,9.857,9.857,12.557,1,Prime Minister 2,4.738,4.738,6.33,1,Prime Minister 1,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Gender,Male,Labour Party,Labour Party,No Scandal,Misreporting Funds,Support EU Integration,Male,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,No Scandal,Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Female,Labour Party,Labour Party,Plagiarism,Plagiarism,Oppose EU Integration,Male
155.245.28.17,100,36,TRUE,2018/6/4 06:07,R_1NE1G6rckmahQj9,,,,,51.90859985,0.920898438,anonymous,EN,0,0,16.358,0,9.18,9.18,13.688,1,Prime Minister 1,3.438,3.438,6.761,1,Prime Minister 2,Scandal,No Scandal,Gender,Female,Party Affiliation,Labour Party,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Having an Extranarital Affair,Male,Conservative Party,Sexual Harassment,Liberal Democrats,Support EU Integration,Scandal,No Scandal,Gender,Female,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Plagiarism,Female,Labour Party,No Scandal,Labour Party,Support EU Integration
155.245.28.19,100,53,TRUE,2018/6/4 06:07,R_1ohbjuq4RtHsIn9,,,,,51.90859985,0.920898438,anonymous,EN,0,0,27.617,0,15.51,15.51,17.843,1,Prime Minister 2,7.611,7.611,8.768,1,Prime Minister 1,Minister's Scandal,Misreporting Funds,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Misreporting Funds,No Scandal,Conservative Party,Neutral,Male,Conservative Party,Minister's Scandal,Plagiarism,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Gender,Male,Party Affiliation,Conservative Party,Sexual Harassment,Misreporting Funds,Conservative Party,Neutral,Female,Conservative Party
155.245.28.11,100,79,TRUE,2018/6/4 06:07,R_XtaCDGm2QvIYNQ5,,,,,51.90859985,0.920898438,anonymous,EN,0,0,42.176,0,19.427,19.427,20.801,1,Prime Minister 1,16.129,16.129,18.434,1,Prime Minister 2,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Plagiarism,Scandal,Sexual Harassment,Support EU Integration,Conservative Party,Conservative Party,Female,Misreporting Funds,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Gender,Female,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Neutral,Conservative Party,Liberal Democrats,Female,No Scandal,Misreporting Funds
155.245.28.12,100,58,TRUE,2018/6/4 06:08,R_2qfLtX9HGNFeHYI,,,,,51.90859985,0.920898438,anonymous,EN,0,0,24.858,0,7.366,7.366,8.158,1,Prime Minister 2,25.09,25.09,26.905,1,Prime Minister 2,Scandal,Plagiarism,EU Integration,Neutral,Gender,Male,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Plagiarism,Party Affiliation,Conservative Party,Sexual Harassment,Support EU Integration,Female,Labour Party,Misreporting Funds,Labour Party,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Gender,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Having an Extranarital Affair,Neutral,Female,Labour Party,No Scandal,Labour Party
155.245.28.10,100,113,TRUE,2018/6/4 06:08,R_vYmDp21k8RBLMXv,,,,,51.90859985,0.920898438,anonymous,EN,0,0,35.023,0,13.703,52.125,54.881,3,Prime Minister 1,21.952,21.952,27.529,1,Prime Minister 2,Party Affiliation,Conservative Party,EU Integration,Neutral,Gender,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Scandal,Having an Extranarital Affair,Conservative Party,Support EU Integration,Male,Conservative Party,Plagiarism,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Scandal,Plagiarism,Labour Party,Neutral,Female,Labour Party,Sexual Harassment,No Scandal
155.245.28.13,100,150,TRUE,2018/6/4 06:09,R_3rVfqeKikGUEUoI,,,,,51.90859985,0.920898438,anonymous,EN,0,0,39.987,0,62.218,62.218,63.442,1,Prime Minister 1,52.65,52.65,54.026,1,Prime Minister 2,EU Integration,Neutral,Scandal,Misreporting Funds,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Gender,Male,Support EU Integration,Sexual Harassment,Sexual Harassment,Conservative Party,Liberal Democrats,Male,EU Integration,Support EU Integration,Scandal,No Scandal,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Gender,Male,Support EU Integration,Misreporting Funds,No Scandal,Labour Party,Labour Party,Male
155.245.28.9,100,69,TRUE,2018/6/4 06:10,R_12zLof0dIWaFBcY,,,,,51.90859985,0.920898438,anonymous,EN,0,0,36.191,0,20.526,20.526,23.329,1,Prime Minister 2,10.645,10.645,12.285,1,Prime Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Male,Scandal,Plagiarism,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Support EU Integration,Conservative Party,Male,Having an Extranarital Affair,No Scandal,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,Scandal,Misreporting Funds,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Neutral,Labour Party,Male,Having an Extranarital Affair,No Scandal,Labour Party
155.245.28.12,100,48,TRUE,2018/6/4 06:35,R_33vcKxPjXYtuUsg,,,,,51.90859985,0.920898438,anonymous,EN,0,0,19.715,0,17.285,17.285,19.087,1,Prime Minister 2,3.72,3.72,9.976,1,Prime Minister 2,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Male,Neutral,Labour Party,Plagiarism,Plagiarism,Labour Party,Male,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Female,Support EU Integration,Liberal Democrats,Misreporting Funds,Plagiarism,Conservative Party,Female
155.245.28.9,100,44,TRUE,2018/6/4 06:36,R_3h0fmNtAWbOCCcq,,,,,51.90859985,0.920898438,anonymous,EN,24.955,24.955,26.554,1,7.606,7.606,10.598,1,Prime Minister 1,6.016,6.016,6.998,1,Prime Minister 1,Minister's Scandal,Misreporting Funds,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Sexual Harassment,Gender,Female,EU Integration,Neutral,No Scandal,Conservative Party,Conservative Party,Having an Extranarital Affair,Male,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Plagiarism,Gender,Male,EU Integration,Support EU Integration,No Scandal,Labour Party,Labour Party,No Scandal,Male,Neutral
155.245.28.4,100,38,TRUE,2018/6/4 06:36,R_2ckoLJuZHgb5CNi,,,,,51.90859985,0.920898438,anonymous,EN,1.566,11.596,16.832,4,6.753,6.753,11.135,1,Prime Minister 1,9.173,9.173,10.103,1,Prime Minister 1,Party Affiliation,Labour Party,Minister's Scandal,Sexual Harassment,Gender,Female,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Conservative Party,Sexual Harassment,Female,Neutral,Conservative Party,Sexual Harassment,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,Gender,Male,EU Integration,Neutral,Minister's Partisanship,Labour Party,Scandal,Plagiarism,Conservative Party,Sexual Harassment,Male,Oppose EU Integration,Liberal Democrats,Plagiarism
155.245.28.13,100,66,TRUE,2018/6/4 06:37,R_1Ic2bKBYVw2qmvE,,,,,51.90859985,0.920898438,anonymous,EN,0,0,22.806,0,8.824,8.824,10.561,1,Prime Minister 1,33.366,33.366,35.069,1,Prime Minister 1,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Female,Scandal,No Scandal,Minister's Scandal,No Scandal,Neutral,Conservative Party,Conservative Party,Male,Having an Extranarital Affair,Sexual Harassment,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Scandal,Having an Extranarital Affair,Minister's Scandal,No Scandal,Oppose EU Integration,Liberal Democrats,Conservative Party,Female,Misreporting Funds,Plagiarism
155.245.28.11,100,72,TRUE,2018/6/4 06:37,R_2Y9Z1tQ8qZoeP3b,,,,,51.90859985,0.920898438,anonymous,EN,0,0,44.225,0,16.29,16.29,17.749,1,Prime Minister 1,11.018,11.018,12.584,1,Prime Minister 1,Gender,Male,Minister's Scandal,Plagiarism,Scandal,No Scandal,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Male,Misreporting Funds,Having an Extranarital Affair,Labour Party,Labour Party,Oppose EU Integration,Gender,Female,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Female,Misreporting Funds,Plagiarism,Conservative Party,Conservative Party,Oppose EU Integration
155.245.28.2,100,34,TRUE,2018/6/4 06:41,R_3j0WShgJxCMNQjQ,,,,,51.90859985,0.920898438,anonymous,EN,6.478,6.478,6.891,1,18.206,18.206,19.076,1,Prime Minister 1,6.418,6.418,7.729,1,Prime Minister 1,Minister's Partisanship,Labour Party,Gender,Male,Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Minister's Scandal,Sexual Harassment,Labour Party,Female,No Scandal,Neutral,Labour Party,Misreporting Funds,Minister's Partisanship,Liberal Democrats,Gender,Male,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Liberal Democrats,Male,Misreporting Funds,Neutral,Conservative Party,Sexual Harassment
155.245.28.13,100,33,TRUE,2018/6/4 07:05,R_1hzmVduc39Hq33y,,,,,51.90859985,0.920898438,anonymous,EN,0,0,17.679,0,7.648,7.648,8.842,1,Prime Minister 1,4.49,4.49,6.02,1,Prime Minister 1,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Liberal Democrats,Neutral,Conservative Party,Sexual Harassment,Male,No Scandal,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,No Scandal,Gender,Female,Minister's Scandal,Misreporting Funds,Labour Party,Support EU Integration,Labour Party,Sexual Harassment,Female,Misreporting Funds
155.245.28.16,100,64,TRUE,2018/6/4 07:06,R_1FJvR1m26R8Xi8Z,,,,,51.90859985,0.920898438,anonymous,EN,0,0,23.107,0,23.998,23.998,25.29,1,Prime Minister 1,15.758,17.028,17.419,2,Prime Minister 1,Scandal,No Scandal,Gender,Male,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Having an Extranarital Affair,Male,Misreporting Funds,Conservative Party,Conservative Party,Support EU Integration,Scandal,Plagiarism,Gender,Male,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Sexual Harassment,Female,Plagiarism,Labour Party,Labour Party,Neutral
155.245.28.4,100,58,TRUE,2018/6/4 07:06,R_27B9ZfwtUVAPAXz,,,,,51.90859985,0.920898438,anonymous,EN,0,0,26.827,0,15.41,15.41,16.732,1,Prime Minister 1,10.352,10.352,16.494,1,Prime Minister 1,Minister's Scandal,Plagiarism,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Gender,Female,No Scandal,Sexual Harassment,Conservative Party,Support EU Integration,Liberal Democrats,Female,Minister's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Gender,Female,Misreporting Funds,Sexual Harassment,Conservative Party,Oppose EU Integration,Conservative Party,Female
155.245.28.8,100,53,TRUE,2018/6/4 07:08,R_2CIhB6Pn9p58y4M,,,,,51.90859985,0.920898438,anonymous,EN,0,0,17.009,0,20.956,20.956,22.542,1,Prime Minister 1,9.936,9.936,14.735,1,Prime Minister 2,EU Integration,Oppose EU Integration,Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Gender,Male,Neutral,Misreporting Funds,Conservative Party,Sexual Harassment,Conservative Party,Male,EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Gender,Male,Neutral,Misreporting Funds,Conservative Party,Plagiarism,Liberal Democrats,Female
155.245.28.12,100,86,TRUE,2018/6/4 07:08,R_uxGq755iJRZgN6V,,,,,51.90859985,0.920898438,anonymous,EN,0,0,33.133,0,23.608,23.608,24.574,1,Prime Minister 2,29.407,29.407,31.437,1,Prime Minister 2,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Misreporting Funds,Support EU Integration,Male,Sexual Harassment,Labour Party,Labour Party,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Gender,Male,Minister's Scandal,Plagiarism,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Sexual Harassment,Support EU Integration,Female,No Scandal,Labour Party,Labour Party
155.245.28.2,100,51,TRUE,2018/6/4 07:08,R_yloZvpgrKALbswp,,,,,51.90859985,0.920898438,anonymous,EN,23.759,23.759,24.22,1,16.626,16.626,17.72,1,Prime Minister 2,9.425,9.425,10.357,1,Prime Minister 2,Minister's Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Misreporting Funds,Female,Support EU Integration,Misreporting Funds,Conservative Party,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Plagiarism,Female,Support EU Integration,No Scandal,Conservative Party,Liberal Democrats
155.245.28.17,100,62,TRUE,2018/6/4 07:09,R_1r6T6FmXS5zVOOf,,,,,51.90859985,0.920898438,anonymous,EN,0,0,11.356,0,21.884,21.884,22.75,1,Prime Minister 1,21.154,21.154,30.081,1,Prime Minister 2,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Female,Conservative Party,Conservative Party,Having an Extramarital Affair,Misreporting Funds,Oppose EU Integration,Male,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Female,Labour Party,Labour Party,Misreporting Funds,No Scandal,Support EU Integration,Female
155.245.28.9,100,121,TRUE,2018/6/4 07:09,R_1plCwVs6BNaGacP,,,,,51.90859985,0.920898438,anonymous,EN,0,0,61.073,0,30.44,30.44,32.603,1,Prime Minister 1,28.988,28.988,33.928,1,Prime Minister 1,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Sexual Harassment,Liberal Democrats,Sexual Harassment,Support EU Integration,Conservative Party,Female,Sexual Harassment,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Misreporting Funds,Liberal Democrats,Plagiarism,Oppose EU Integration,Conservative Party,Female,Misreporting Funds
155.245.28.10,100,71,TRUE,2018/6/4 07:10,R_1CmEt8Q2DOAtKey,,,,,51.90859985,0.920898438,anonymous,EN,0,0,43.544,0,10.334,10.334,12.962,1,Prime Minister 1,11.711,11.711,16.552,1,Prime Minister 2,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Scandal,Having an Extranarital Affair,Gender,Female,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,Conservative Party,Support EU Integration,Having an Extranarital Affair,Female,Conservative Party,Misreporting Funds,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Scandal,Having an Extranarital Affair,Gender,Female,Party Affiliation,Labour Party,Minister's Scandal,Having an Extramarital Affair,Conservative Party,Neutral,Having an Extranarital Affair,Female,Conservative Party,Having an Extramarital Affair
