,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
128,155.245.28.8,100,120,TRUE,2018/6/4 05:42,R_3oSWgsIFMvwKUuJ,,,,,51.90859985,0.920898438,anonymous,EN,12.809,12.809,15.266,1,Minister 1,10.434,10.434,11.342,1,Minister 2,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,Gender,Female,Oppose EU Integration,Support EU Integration,Conservative Party,Having an Extramarital Affair,Liberal Democrats,Sexual Harassment,Male,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,Gender,Male,Neutral,Neutral,Conservative Party,Plagiarism,Conservative Party,Misreporting Funds,Female
129,155.245.28.27,100,87,TRUE,2018/6/4 05:42,R_1GHtBUdM0s2UtZB,,,,,51.90859985,0.920898438,anonymous,EN,6.075,9.213,10.21,3,Minister 2,7.766,8.968,9.884,3,Minister 1,Scandal,No Scandal,PM's Partisanship,Conservative Party,EU Integration,Neutral,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Gender,Female,Misreporting Funds,Labour Party,Oppose EU Integration,Labour Party,Oppose EU Integration,Misreporting Funds,Female,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,No Scandal,Gender,Male,Sexual Harassment,Conservative Party,Neutral,Conservative Party,Neutral,Misreporting Funds,Female
130,155.245.28.4,100,84,TRUE,2018/6/4 05:42,R_1E5SUClZuQaZebB,,,,,51.90859985,0.920898438,anonymous,EN,15.953,15.953,16.914,1,Minister 1,11.76,11.76,12.779,1,Minister 2,Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,EU Integration,Neutral,Gender,Female,PM's Scandal,Having an Extramarital Affair,Plagiarism,Conservative Party,Support EU Integration,Liberal Democrats,Support EU Integration,Male,Sexual Harassment,Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Female,PM's Scandal,Having an Extramarital Affair,Having an Extramarital Affair,Conservative Party,Neutral,Liberal Democrats,Support EU Integration,Male,No Scandal
131,155.245.28.15,100,195,TRUE,2018/6/4 05:42,R_BS96VTLuxMGXZmh,,,,,51.90859985,0.920898438,anonymous,EN,2.468,2.468,6.728,1,Minister 2,7.636,7.636,8.587,1,Minister 1,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Conservative Party,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,No Scandal,Conservative Party,Male,Liberal Democrats,Neutral,No Scandal,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Gender,Male,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,Scandal,Plagiarism,EU Integration,Support EU Integration,Misreporting Funds,Conservative Party,Male,Conservative Party,Oppose EU Integration,Misreporting Funds,Oppose EU Integration
132,155.245.28.9,100,87,TRUE,2018/6/4 05:43,R_2EtlCEul4s2i1Yi,,,,,51.90859985,0.920898438,anonymous,EN,24.14,41.772,42.931,9,Minister 2,7.204,7.785,8.109,2,Minister 2,PM's Scandal,Having an Extramarital Affair,Scandal,Misreporting Funds,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,Gender,Female,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Plagiarism,No Scandal,Oppose EU Integration,Support EU Integration,Female,Labour Party,Labour Party,PM's Scandal,Sexual Harassment,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Misreporting Funds,Having an Extramarital Affair,Oppose EU Integration,Neutral,Male,Conservative Party,Liberal Democrats
133,155.245.28.21,100,83,TRUE,2018/6/4 05:43,R_2tgkUSxDayC5w5S,,,,,51.90859985,0.920898438,anonymous,EN,13.781,14.821,16.006,2,Minister 1,3.603,3.603,7.536,1,Minister 1,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,Gender,Female,PM's Partisanship,Labour Party,EU Integration,Neutral,PM's Scandal,Plagiarism,Sexual Harassment,Liberal Democrats,Support EU Integration,Male,Conservative Party,Oppose EU Integration,Plagiarism,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Sexual Harassment,Conservative Party,Support EU Integration,Female,Conservative Party,Neutral,Misreporting Funds
134,155.245.28.12,100,92,TRUE,2018/6/4 05:43,R_sHUE3xPodRRX1y9,,,,,51.90859985,0.920898438,anonymous,EN,14.657,14.657,15.846,1,Minister 2,12.315,12.315,14.22,1,Minister 1,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Conservative Party,Male,Support EU Integration,No Scandal,Oppose EU Integration,Misreporting Funds,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Conservative Party,Female,Neutral,Having an Extramarital Affair,Oppose EU Integration,Misreporting Funds,Conservative Party
135,155.245.28.29,100,78,TRUE,2018/6/4 05:44,R_1HjanP8YbWk0dSL,,,,,51.90859985,0.920898438,anonymous,EN,8.076,8.076,10.026,1,Minister 2,19.24,19.24,20.347,1,Minister 2,Scandal,Sexual Harassment,Gender,Male,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,No Scandal,Female,No Scandal,Conservative Party,Support EU Integration,Support EU Integration,Conservative Party,Scandal,Sexual Harassment,Gender,Male,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Party Affiliation,Conservative Party,Plagiarism,Male,Sexual Harassment,Conservative Party,Oppose EU Integration,Support EU Integration,Liberal Democrats
136,155.245.28.10,100,113,TRUE,2018/6/4 05:44,R_2CZI5XoJuvvfV6l,,,,,51.90859985,0.920898438,anonymous,EN,7.715,7.715,8.74,1,Minister 1,12.615,12.615,15.555,1,Minister 2,PM's Scandal,Having an Extramarital Affair,EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Male,PM's Position in EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Sexual Harassment,Neutral,Labour Party,Female,Support EU Integration,Sexual Harassment,Labour Party,PM's Scandal,Misreporting Funds,EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Misreporting Funds,Oppose EU Integration,Conservative Party,Male,Support EU Integration,No Scandal,Liberal Democrats
137,155.245.28.19,100,112,TRUE,2018/6/4 05:44,R_VRaW8ER7ErASVjP,,,,,51.90859985,0.920898438,anonymous,EN,17.931,17.931,18.858,1,Minister 2,7.173,7.173,8.353,1,Minister 1,PM's Scandal,No Scandal,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Conservative Party,Having an Extramarital Affair,Support EU Integration,Oppose EU Integration,Conservative Party,No Scandal,Female,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Liberal Democrats,Plagiarism,Neutral,Support EU Integration,Conservative Party,Plagiarism,Male,Liberal Democrats
138,155.245.28.23,100,115,TRUE,2018/6/4 05:44,R_1LMPh6KbVWCTqTQ,,,,,51.90859985,0.920898438,anonymous,EN,22.63,22.63,23.822,1,Minister 1,5.166,15.713,18.932,3,Minister 1,Gender,Female,PM's Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Neutral,Female,Sexual Harassment,Neutral,Sexual Harassment,Labour Party,Labour Party,Support EU Integration,Gender,Male,PM's Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Male,Sexual Harassment,Support EU Integration,Sexual Harassment,Conservative Party,Conservative Party,Oppose EU Integration
139,155.245.28.22,100,89,TRUE,2018/6/4 05:45,R_1IGEDt4PgRqLUdV,,,,,51.90859985,0.920898438,anonymous,EN,12.86,12.86,14.126,1,Minister 1,7.01,7.01,7.887,1,Minister 2,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Neutral,Conservative Party,Sexual Harassment,Support EU Integration,Male,Conservative Party,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,EU Integration,Neutral,Gender,Male,Party Affiliation,Conservative Party,Scandal,Plagiarism,Neutral,Labour Party,Plagiarism,Support EU Integration,Male,Labour Party,Plagiarism
140,155.245.28.24,100,107,TRUE,2018/6/4 05:45,R_bP1SP7xxSRAnoJP,,,,,51.90859985,0.920898438,anonymous,EN,6.595,7.462,8.345,2,Minister 2,9.434,9.434,19.177,1,Minister 1,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Gender,Male,Party Affiliation,Labour Party,PM's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,Neutral,Oppose EU Integration,Conservative Party,Male,Liberal Democrats,Having an Extramarital Affair,No Scandal,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,Scandal,Plagiarism,Oppose EU Integration,Neutral,Conservative Party,Female,Conservative Party,Sexual Harassment,Misreporting Funds
141,155.245.28.33,100,79,TRUE,2018/6/4 05:45,R_3plpyv78UuQIvKs,,,,,51.90859985,0.920898438,anonymous,EN,9.565,9.565,10.552,1,Minister 2,16.607,16.607,17.732,1,Minister 2,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Male,EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Conservative Party,Support EU Integration,Female,Support EU Integration,Plagiarism,Plagiarism,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Female,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Scandal,Plagiarism,Party Affiliation,Conservative Party,Conservative Party,Oppose EU Integration,Female,Oppose EU Integration,Having an Extramarital Affair,No Scandal,Liberal Democrats
142,155.245.28.14,100,113,TRUE,2018/6/4 05:46,R_O0BuDI1bdRTXupz,,,,,51.90859985,0.920898438,anonymous,EN,6.007,6.007,7.086,1,Minister 2,6.52,6.52,8.973,1,Minister 2,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,No Scandal,Support EU Integration,Male,No Scandal,Conservative Party,Liberal Democrats,Support EU Integration,PM's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Gender,Female,Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,No Scandal,Support EU Integration,Female,Plagiarism,Conservative Party,Conservative Party,Support EU Integration
143,155.245.28.34,100,133,TRUE,2018/6/4 05:46,R_qUu6DQWtVVeLl4d,,,,,51.90859985,0.920898438,anonymous,EN,31.149,31.149,34.765,1,Minister 2,14.781,14.781,19.151,1,Minister 2,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,PM's Scandal,No Scandal,Gender,Female,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,Conservative Party,Having an Extramarital Affair,Plagiarism,Male,Oppose EU Integration,Oppose EU Integration,Liberal Democrats,PM's Partisanship,Conservative Party,Scandal,No Scandal,PM's Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Neutral,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Conservative Party,Sexual Harassment,No Scandal,Female,Support EU Integration,Support EU Integration,Conservative Party
144,155.245.28.32,100,88,TRUE,2018/6/4 05:47,R_3lX0O1TdFWnx9q8,,,,,51.90859985,0.920898438,anonymous,EN,9.611,9.611,10.35,1,Minister 2,16.354,16.354,19.233,1,Minister 1,PM's Partisanship,Conservative Party,Gender,Male,Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Labour Party,Male,Plagiarism,Neutral,Labour Party,Neutral,Misreporting Funds,PM's Partisanship,Conservative Party,Gender,Male,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Labour Party,Female,Sexual Harassment,Oppose EU Integration,Labour Party,Oppose EU Integration,Having an Extramarital Affair
145,155.245.28.25,100,73,TRUE,2018/6/4 05:47,R_2Y4zs3OdEDGzvSj,,,,,51.90859985,0.920898438,anonymous,EN,12.087,12.087,13.909,1,Minister 1,1.397,1.397,2.938,1,Minister 2,PM's Position in EU Integration,Neutral,Scandal,Plagiarism,Gender,Female,EU Integration,Support EU Integration,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Support EU Integration,Plagiarism,Female,Oppose EU Integration,Misreporting Funds,Conservative Party,Liberal Democrats,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Support EU Integration,Plagiarism,Female,Support EU Integration,Plagiarism,Conservative Party,Liberal Democrats
146,155.245.28.37,100,125,TRUE,2018/6/4 05:47,R_3Hjd4QZkxdzTKdw,,,,,51.90859985,0.920898438,anonymous,EN,12.35,12.35,13.217,1,Minister 2,26.698,26.698,27.635,1,Minister 2,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,EU Integration,Neutral,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Gender,Male,Oppose EU Integration,Labour Party,Oppose EU Integration,Plagiarism,Labour Party,No Scandal,Female,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Gender,Female,Support EU Integration,Conservative Party,Oppose EU Integration,Plagiarism,Conservative Party,No Scandal,Female
147,155.245.28.36,100,111,TRUE,2018/6/4 05:49,R_2fevz8ISzM6Pu2C,,,,,51.90859985,0.920898438,anonymous,EN,11.945,11.945,13.007,1,Minister 1,13.941,16.752,17.169,2,Minister 2,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Gender,Female,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,Support EU Integration,Support EU Integration,Male,Labour Party,Sexual Harassment,Labour Party,No Scandal,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Oppose EU Integration,Support EU Integration,Female,Conservative Party,Misreporting Funds,Conservative Party,Plagiarism
148,155.245.28.2,100,155,TRUE,2018/6/4 05:49,R_1BbSl5tNQsXIxTX,,,,,51.90859985,0.920898438,anonymous,EN,30.563,30.563,32.047,1,Minister 2,18.896,18.896,19.966,1,Minister 2,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Gender,Female,Scandal,Having an Extramarital Affair,EU Integration,Neutral,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Conservative Party,Conservative Party,Male,No Scandal,Neutral,Neutral,Plagiarism,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Gender,Female,Scandal,Misreporting Funds,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Liberal Democrats,Conservative Party,Female,No Scandal,Neutral,Support EU Integration,Having an Extramarital Affair
149,155.245.28.2,100,85,TRUE,2018/6/4 06:09,R_22EuCgqW1QXgUUO,,,,,51.90859985,0.920898438,anonymous,EN,14.481,15.555,15.865,4,Minister 2,4.712,4.712,5.869,1,Minister 2,Gender,Male,EU Integration,Neutral,Scandal,Plagiarism,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Female,Neutral,Misreporting Funds,No Scandal,Neutral,Liberal Democrats,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Male,Support EU Integration,Plagiarism,Having an Extramarital Affair,Neutral,Conservative Party,Conservative Party
150,155.245.28.20,100,151,TRUE,2018/6/4 06:10,R_1eK22xWqSsexWPc,,,,,51.90859985,0.920898438,anonymous,EN,19.352,19.352,20.563,1,Minister 2,5.966,5.966,9.974,1,Minister 2,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Neutral,Labour Party,Sexual Harassment,Support EU Integration,Female,No Scandal,Labour Party,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,EU Integration,Neutral,Gender,Male,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Support EU Integration,Conservative Party,Sexual Harassment,Neutral,Male,Plagiarism,Liberal Democrats
151,155.245.28.4,100,87,TRUE,2018/6/4 06:10,R_O2symzgaOfZbArL,,,,,51.90859985,0.920898438,anonymous,EN,13.777,13.777,21.726,1,Minister 1,23.275,23.275,24.124,1,Minister 1,Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,Gender,Female,PM's Partisanship,Conservative Party,Misreporting Funds,Neutral,Oppose EU Integration,Conservative Party,Having an Extramarital Affair,Male,Conservative Party,Scandal,Plagiarism,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Scandal,No Scandal,Gender,Female,PM's Partisanship,Labour Party,Having an Extramarital Affair,Support EU Integration,Neutral,Liberal Democrats,No Scandal,Male,Conservative Party
152,155.245.28.17,100,77,TRUE,2018/6/4 06:10,R_cZLr08qpkJvf8Nb,,,,,51.90859985,0.920898438,anonymous,EN,4.214,4.214,8.07,1,Minister 1,5.197,5.197,7.548,1,Minister 1,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Gender,Female,Labour Party,Neutral,Labour Party,Sexual Harassment,Support EU Integration,No Scandal,Male,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,No Scandal,EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Gender,Male,Conservative Party,Neutral,Conservative Party,Plagiarism,Oppose EU Integration,Having an Extramarital Affair,Male
153,155.245.28.22,100,115,TRUE,2018/6/4 06:10,R_2Cyuq1jKSPB7NDb,,,,,51.90859985,0.920898438,anonymous,EN,4.087,17.019,18.122,3,Minister 1,6.592,6.592,7.837,1,Minister 1,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Sexual Harassment,Gender,Male,Neutral,Neutral,Sexual Harassment,Conservative Party,Conservative Party,Plagiarism,Male,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Scandal,Plagiarism,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Sexual Harassment,Gender,Female,Oppose EU Integration,Oppose EU Integration,Having an Extramarital Affair,Labour Party,Labour Party,Sexual Harassment,Male
154,155.245.28.14,100,106,TRUE,2018/6/4 06:10,R_3MbR5R6XNQCvfD2,,,,,51.90859985,0.920898438,anonymous,EN,17.151,17.151,18.268,1,Minister 1,12.685,12.685,13.649,1,Minister 1,Scandal,No Scandal,EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Having an Extramarital Affair,Support EU Integration,Misreporting Funds,Support EU Integration,Female,Labour Party,Labour Party,Scandal,Sexual Harassment,EU Integration,Neutral,PM's Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Sexual Harassment,Oppose EU Integration,Male,Labour Party,Labour Party
155,155.245.28.11,100,101,TRUE,2018/6/4 06:12,R_qVCnC7IzkkfSdwJ,,,,,51.90859985,0.920898438,anonymous,EN,9.341,9.341,10.701,1,Minister 1,12.421,12.421,13.5,1,Minister 1,PM's Partisanship,Conservative Party,Scandal,Plagiarism,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Male,PM's Position in EU Integration,Neutral,Labour Party,Misreporting Funds,Misreporting Funds,Labour Party,Support EU Integration,Male,Oppose EU Integration,PM's Partisanship,Labour Party,Scandal,No Scandal,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,PM's Position in EU Integration,Support EU Integration,Labour Party,Plagiarism,Plagiarism,Labour Party,Neutral,Female,Oppose EU Integration
156,155.245.28.12,100,122,TRUE,2018/6/4 06:12,R_2uL59tyGlGgvYOz,,,,,51.90859985,0.920898438,anonymous,EN,26.957,26.957,28.333,1,Minister 1,10.334,11.776,12.138,3,Minister 2,Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Gender,Female,PM's Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,Sexual Harassment,Conservative Party,Male,Misreporting Funds,Neutral,Conservative Party,Support EU Integration,Scandal,Plagiarism,PM's Partisanship,Conservative Party,Gender,Female,PM's Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,Sexual Harassment,Conservative Party,Male,Plagiarism,Support EU Integration,Conservative Party,Neutral
157,155.245.28.19,100,139,TRUE,2018/6/4 06:12,R_VUaKLg8uxrTRAxH,,,,,51.90859985,0.920898438,anonymous,EN,19.914,22.941,23.529,2,Minister 1,13.096,13.096,15.417,1,Minister 1,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Gender,Male,PM's Scandal,Misreporting Funds,Scandal,Plagiarism,Conservative Party,Support EU Integration,Conservative Party,Oppose EU Integration,Male,No Scandal,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Neutral,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,PM's Scandal,Misreporting Funds,Scandal,Plagiarism,Liberal Democrats,Neutral,Conservative Party,Oppose EU Integration,Female,Sexual Harassment,Misreporting Funds
158,155.245.28.10,100,111,TRUE,2018/6/4 06:12,R_yszv4P6AukGHVWF,,,,,51.90859985,0.920898438,anonymous,EN,20.546,20.546,21.647,1,Minister 2,4.37,4.37,5.914,1,Minister 2,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,No Scandal,Gender,Male,EU Integration,Neutral,Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Conservative Party,Liberal Democrats,No Scandal,Female,Oppose EU Integration,Plagiarism,Oppose EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Sexual Harassment,Gender,Male,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,Labour Party,Labour Party,No Scandal,Female,Neutral,Plagiarism,Oppose EU Integration
159,155.245.28.13,100,104,TRUE,2018/6/4 06:14,R_23wavBWEW1bOItH,,,,,51.90859985,0.920898438,anonymous,EN,11.475,11.475,12.295,1,Minister 1,6.138,6.138,7.738,1,Minister 2,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,Misreporting Funds,Sexual Harassment,Conservative Party,Oppose EU Integration,Support EU Integration,Conservative Party,Female,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,Misreporting Funds,Plagiarism,Labour Party,Support EU Integration,Neutral,Labour Party,Male
