IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6
155.245.28.4,100,124,TRUE,2018/4/25 04:07,R_1GOz2k9ULcDbjMw,,,,,51.90859985,0.920898438,anonymous,EN,0,0,49.006,0,51.776,51.776,52.779,1,Prime Minister 1,26.411,26.411,27.646,1,Prime Minister 2,Scandal,Having an Extranarital Affair,Minister's Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Conservative Party,Plagiarism,Misreporting Funds,Male,Conservative Party,Scandal,Plagiarism,Minister's Scandal,Misreporting Funds,Gender,Female,Minister's Partisanship,Conservative Party,Having an Extranarital Affair,Plagiarism,Male,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Support EU Integration,Conservative Party,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Support EU Integration,Conservative Party
155.245.28.8,100,177,TRUE,2018/4/25 04:12,R_1173K4fuboHuM3V,,,,,51.90859985,0.920898438,anonymous,EN,0,0,90.536,0,15.089,16.432,18.216,2,Prime Minister 1,76.886,76.886,78.393,1,Prime Minister 1,EU Integration,Oppose EU Integration,Minister's Scandal,No Scandal,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Oppose EU Integration,Sexual Harassment,Having an Extranarital Affair,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Neutral,No Scandal,Plagiarism,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Male,Conservative Party,Female,Party Affiliation,Labour Party,Gender,Female,Conservative Party,Female
155.245.28.9,100,39,TRUE,2018/4/25 04:34,R_vo80niPF43xlZbX,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.441,0,13.937,13.937,16.348,1,Prime Minister 2,8.206,8.206,9.215,1,Prime Minister 1,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Plagiarism,Labour Party,Plagiarism,Labour Party,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,No Scandal,Conservative Party,Plagiarism,Conservative Party,Gender,Male,EU Integration,Neutral,Female,Oppose EU Integration,Gender,Male,EU Integration,Support EU Integration,Male,Oppose EU Integration
155.245.28.10,100,43,TRUE,2018/4/25 04:34,R_3e4ylUSbnh4lMFf,,,,,51.90859985,0.920898438,anonymous,EN,20.552,20.552,21.155,1,12.163,12.163,13.036,1,Prime Minister 2,7.984,7.984,8.9,1,Prime Minister 1,Scandal,Sexual Harassment,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Conservative Party,Misreporting Funds,Support EU Integration,Misreporting Funds,Conservative Party,Scandal,No Scandal,EU Integration,Neutral,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,No Scandal,Neutral,No Scandal,Conservative Party,Gender,Male,Party Affiliation,Conservative Party,Male,Conservative Party,Gender,Female,Party Affiliation,Labour Party,Female,Conservative Party
155.245.28.8,100,64,TRUE,2018/4/25 04:35,R_2wnmMxXcrkhRk2G,,,,,51.90859985,0.920898438,anonymous,EN,0,0,27.742,0,11.289,11.289,16.726,1,Prime Minister 1,17.494,17.494,21.738,1,Prime Minister 2,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Female,Conservative Party,Misreporting Funds,Oppose EU Integration,Female,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Male,Conservative Party,Plagiarism,Oppose EU Integration,Male,Minister's Partisanship,Labour Party,Minister's Scandal,No Scandal,Liberal Democrats,Plagiarism,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Sexual Harassment,Conservative Party,No Scandal
155.245.28.4,100,49,TRUE,2018/4/25 05:00,R_3jVGicNlwVlMUH3,,,,,51.90859985,0.920898438,anonymous,EN,0,0,22.637,0,12.424,12.424,14.037,1,Prime Minister 1,7.183,7.183,13.26,1,Prime Minister 1,Gender,Female,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Male,Oppose EU Integration,Conservative Party,Sexual Harassment,Gender,Male,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,No Scandal,Male,Support EU Integration,Conservative Party,Sexual Harassment,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,Sexual Harassment,Liberal Democrats,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Plagiarism,Liberal Democrats
155.245.28.2,100,79,TRUE,2018/4/25 05:02,R_2tgOnY6QYmNqlmb,,,,,51.90859985,0.920898438,anonymous,EN,0,0,51.613,0,5.918,5.918,7.161,1,Prime Minister 2,22.132,22.132,23.271,1,Prime Minister 2,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Liberal Democrats,Neutral,Misreporting Funds,Conservative Party,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,No Scandal,Party Affiliation,Conservative Party,Conservative Party,Support EU Integration,Sexual Harassment,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,Female,Misreporting Funds,Gender,Male,Minister's Scandal,No Scandal,Male,No Scandal
155.245.28.4,100,59,TRUE,2018/4/25 05:34,R_31RafWUflIVOxDu,,,,,51.90859985,0.920898438,anonymous,EN,0,0,20.43,0,15.629,15.629,18.672,1,Prime Minister 1,19.882,19.882,22.155,1,Prime Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Male,Minister's Partisanship,Liberal Democrats,Support EU Integration,Conservative Party,Male,Liberal Democrats,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,Minister's Partisanship,Labour Party,Neutral,Conservative Party,Male,Liberal Democrats,Minister's Scandal,No Scandal,Scandal,No Scandal,Sexual Harassment,No Scandal,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Plagiarism,Having an Extranarital Affair
155.245.28.11,100,86,TRUE,2018/4/25 05:35,R_3iyhTUsjvidihK6,,,,,51.90859985,0.920898438,anonymous,EN,0,0,49.249,0,17.193,17.193,20.43,1,Prime Minister 2,13.587,18.418,19.758,2,Prime Minister 2,Scandal,Having an Extranarital Affair,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Gender,Female,No Scandal,Sexual Harassment,Conservative Party,Female,Scandal,Plagiarism,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Gender,Male,Having an Extranarital Affair,Having an Extramarital Affair,Labour Party,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Support EU Integration,Conservative Party,EU Integration,Neutral,Party Affiliation,Conservative Party,Oppose EU Integration,Labour Party
155.245.28.8,100,72,TRUE,2018/4/25 05:35,R_1jP6D34r32Focuo,,,,,51.90859985,0.920898438,anonymous,EN,0,0,17.47,0,29.256,29.256,30.59,1,Prime Minister 2,24.378,24.378,25.644,1,Prime Minister 1,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Male,Neutral,Conservative Party,Misreporting Funds,Female,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Male,Support EU Integration,Conservative Party,Having an Extranarital Affair,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,Liberal Democrats,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Conservative Party,Misreporting Funds
155.245.28.10,100,101,TRUE,2018/4/25 05:35,R_ddof8i1CB2UdoRj,,,,,51.90859985,0.920898438,anonymous,EN,0,0,25.285,0,36.502,36.502,37.364,1,Prime Minister 1,42.148,42.148,43.029,1,Prime Minister 2,Minister's Scandal,Sexual Harassment,Gender,Male,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Misreporting Funds,Male,Liberal Democrats,Support EU Integration,Minister's Scandal,Sexual Harassment,Gender,Male,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Plagiarism,Female,Conservative Party,Neutral,Scandal,No Scandal,Party Affiliation,Conservative Party,Sexual Harassment,Conservative Party,Scandal,No Scandal,Party Affiliation,Conservative Party,Plagiarism,Conservative Party
155.245.28.9,100,108,TRUE,2018/4/25 05:36,R_2bIr8yuRHDZKpqS,,,,,51.90859985,0.920898438,anonymous,EN,0,0,64.924,0,17.504,17.504,18.744,1,Prime Minister 2,12.609,17.592,28.845,2,Prime Minister 1,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Female,Labour Party,No Scandal,Neutral,Male,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Gender,Male,Conservative Party,Having an Extramarital Affair,Neutral,Female,Scandal,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Plagiarism,Labour Party,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Misreporting Funds,Conservative Party
155.245.28.4,100,24,TRUE,2018/4/25 06:01,R_3EMaNniURB0tDdI,,,,,51.90859985,0.920898438,anonymous,EN,0,0,3.115,0,12.673,14.012,14.871,2,Prime Minister 1,4.765,4.765,5.757,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Gender,Male,Conservative Party,Sexual Harassment,Liberal Democrats,Male,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Gender,Male,Conservative Party,Plagiarism,Conservative Party,Female,Scandal,No Scandal,EU Integration,Neutral,Misreporting Funds,Support EU Integration,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,No Scandal,Oppose EU Integration
155.245.28.10,100,47,TRUE,2018/4/25 06:01,R_31dvYy974tRywTw,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.103,0,5.663,5.663,6.929,1,Prime Minister 2,30.722,30.722,32.133,1,Prime Minister 1,EU Integration,Neutral,Gender,Male,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,Oppose EU Integration,Female,Labour Party,No Scandal,EU Integration,Support EU Integration,Gender,Female,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,Oppose EU Integration,Female,Labour Party,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Labour Party,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Labour Party,Sexual Harassment
155.245.28.9,100,61,TRUE,2018/4/25 06:02,R_3h5CZXDwhxGgB4Z,,,,,51.90859985,0.920898438,anonymous,EN,0,0,17.618,0,12.038,12.038,13.065,1,Prime Minister 2,16.561,23.204,31.939,2,Prime Minister 2,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Female,Neutral,Labour Party,No Scandal,Gender,Male,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Male,Oppose EU Integration,Conservative Party,No Scandal,Minister's Partisanship,Labour Party,Minister's Scandal,Sexual Harassment,Labour Party,Plagiarism,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,Liberal Democrats,Plagiarism
155.245.28.8,100,57,TRUE,2018/4/25 06:02,R_01a82ERi5jw69zj,,,,,51.90859985,0.920898438,anonymous,EN,0,0,34.392,0,11.918,11.918,13.035,1,Prime Minister 2,10.127,10.127,11.166,1,Prime Minister 2,Minister's Partisanship,Labour Party,Scandal,Sexual Harassment,Minister's Scandal,Misreporting Funds,Gender,Female,Conservative Party,No Scandal,Having an Extramarital Affair,Female,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Minister's Scandal,Misreporting Funds,Gender,Male,Liberal Democrats,Plagiarism,Plagiarism,Female,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Neutral,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Oppose EU Integration,Conservative Party
155.245.28.9,100,61,TRUE,2018/4/25 06:34,R_247BfbGvDPRjezP,,,,,51.90859985,0.920898438,anonymous,EN,0,0,16.567,0,13.975,13.975,28.553,1,Prime Minister 1,8.796,8.796,16.837,1,Prime Minister 1,Scandal,Having an Extranarital Affair,Party Affiliation,Labour Party,EU Integration,Neutral,Minister's Scandal,Misreporting Funds,Misreporting Funds,Conservative Party,Support EU Integration,No Scandal,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Sexual Harassment,Conservative Party,Neutral,No Scandal,Gender,Female,Minister's Partisanship,Labour Party,Female,Conservative Party,Gender,Female,Minister's Partisanship,Liberal Democrats,Male,Liberal Democrats
155.245.28.2,100,87,TRUE,2018/4/25 06:35,R_2dhDFMbYnPmplKd,,,,,51.90859985,0.920898438,anonymous,EN,0,0,38.973,0,26.161,26.161,27.803,1,Prime Minister 2,21.084,21.084,22.713,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Male,Labour Party,Having an Extranarital Affair,Support EU Integration,Male,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Gender,Male,Conservative Party,Misreporting Funds,Oppose EU Integration,Male,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Labour Party,Plagiarism,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Conservative Party,Having an Extramarital Affair
155.245.28.4,100,137,TRUE,2018/4/25 06:39,R_cZwXwsf2omF9PoZ,,,,,51.90859985,0.920898438,anonymous,EN,0,0,36.324,0,79.422,79.422,81.239,1,Prime Minister 2,25.489,25.489,26.742,1,Prime Minister 2,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Gender,Male,Scandal,Misreporting Funds,Misreporting Funds,Conservative Party,Male,Sexual Harassment,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Male,Scandal,Misreporting Funds,Plagiarism,Labour Party,Female,Plagiarism,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Support EU Integration,Liberal Democrats,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Support EU Integration,Labour Party
155.245.28.2,100,75,TRUE,2018/4/26 03:33,R_1ih9Y0C6DUSwRKL,,,,,51.90859985,0.920898438,anonymous,EN,0,0,21.402,0,43.138,43.138,44.182,1,Prime Minister 2,10.888,10.888,11.961,1,Prime Minister 2,Scandal,Plagiarism,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Support EU Integration,Sexual Harassment,Conservative Party,Female,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Gender,Male,EU Integration,Oppose EU Integration,Sexual Harassment,Conservative Party,Female,Support EU Integration,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Having an Extramarital Affair,Liberal Democrats,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Plagiarism,Conservative Party
155.245.28.2,100,43,TRUE,2018/4/26 04:33,R_2wFgyZAI7RBdj2c,,,,,51.90859985,0.920898438,anonymous,EN,4.058,4.43,7.425,2,12.363,12.363,13.538,1,Prime Minister 2,6.79,6.79,9.139,1,Prime Minister 2,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,No Scandal,Scandal,Having an Extranarital Affair,Labour Party,Male,No Scandal,Plagiarism,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Sexual Harassment,Scandal,Plagiarism,Labour Party,Male,Plagiarism,No Scandal,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Labour Party,Neutral,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Labour Party,Support EU Integration
155.245.28.2,100,7,TRUE,2018/4/26 05:03,R_1dob8thmWgOljia,,,,,51.90859985,0.920898438,anonymous,EN,0,0,1.498,0,0.585,0.585,1.401,1,Prime Minister 1,0.355,1.769,2.079,2,Prime Minister 1,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Conservative Party,Female,Support EU Integration,No Scandal,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Scandal,Having an Extranarital Affair,Conservative Party,Male,Support EU Integration,Misreporting Funds,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Misreporting Funds,Liberal Democrats,Sexual Harassment,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,Liberal Democrats,Plagiarism
155.245.28.8,100,51,TRUE,2018/4/26 05:04,R_3HOBJU2FcmlFMPY,,,,,51.90859985,0.920898438,anonymous,EN,0,0,21.611,0,12.964,12.964,15.731,1,Prime Minister 1,12.098,12.098,14.508,1,Prime Minister 1,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Male,Labour Party,Labour Party,Neutral,Male,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Liberal Democrats,Conservative Party,Oppose EU Integration,Female,Minister's Scandal,Plagiarism,Scandal,Plagiarism,No Scandal,Plagiarism,Minister's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Sexual Harassment,No Scandal
155.245.28.9,100,31,TRUE,2018/4/26 05:04,R_3s0lhPkdb4gu1PW,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.821,0,14.877,14.877,17.348,1,Prime Minister 2,3.133,3.133,4.678,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Labour Party,Labour Party,Sexual Harassment,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Conservative Party,Liberal Democrats,Having an Extranarital Affair,Oppose EU Integration,Gender,Male,Minister's Scandal,Sexual Harassment,Female,Sexual Harassment,Gender,Female,Minister's Scandal,Sexual Harassment,Male,Plagiarism
155.245.28.4,100,48,TRUE,2018/4/26 05:06,R_1myLyv3uK48XjED,,,,,51.90859985,0.920898438,anonymous,EN,0,0,26.029,0,10.403,10.403,11.695,1,Prime Minister 2,8.702,8.702,10.5,1,Prime Minister 1,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,Having an Extranarital Affair,Conservative Party,Liberal Democrats,Male,Misreporting Funds,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Gender,Female,Scandal,Sexual Harassment,Conservative Party,Liberal Democrats,Male,Plagiarism,EU Integration,Support EU Integration,Minister's Scandal,Having an Extramarital Affair,Neutral,Plagiarism,EU Integration,Support EU Integration,Minister's Scandal,Having an Extramarital Affair,Support EU Integration,No Scandal
155.245.28.2,100,100,TRUE,2018/4/26 05:37,R_1ODofwfVjmuWpw7,,,,,51.90859985,0.920898438,anonymous,EN,0,0,36.676,0,32.362,37.715,41.933,2,Prime Minister 2,22.537,22.537,25.67,1,Prime Minister 2,Gender,Female,EU Integration,Support EU Integration,Scandal,No Scandal,Minister's Scandal,Having an Extramarital Affair,Female,Neutral,Misreporting Funds,No Scandal,Gender,Male,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Minister's Scandal,Plagiarism,Male,Oppose EU Integration,Plagiarism,Having an Extramarital Affair,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Conservative Party,Liberal Democrats,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Conservative Party,Conservative Party
