IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4
77.111.247.72,100,23,TRUE,2018/6/19 03:58,R_3PLDcKvcfQgVPzG,,,,,47,8,anonymous,EN,8.689,8.689,9.786,1,Candidate 2,11.235,11.235,12.357,1,Candidate 1,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Having an Extramarital Affair,Neutral,Female,Conservative Party,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Sexual Harassment,Oppose EU Integration,Female,Conservative Party
86.167.232.130,100,31,TRUE,2018/6/19 04:00,R_Q3uNT0gsSj8vzSp,,,,,51.88330078,0.899993896,anonymous,EN,5.027,6.511,7.887,3,Candidate 1,11.822,20.506,21.139,4,Candidate 1,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Male,Conservative Party,Oppose EU Integration,Sexual Harassment,Male,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Scandal,Misreporting Funds,Gender,Male,Liberal Democrats,Oppose EU Integration,Plagiarism,Female
82.132.246.208,100,20,TRUE,2018/6/19 04:04,R_10wvBn1dRq03hbD,,,,,52.58329773,-2.133300781,anonymous,EN,1.201,8.073,11.395,3,Candidate 1,0.98,5.073,7.455,3,Candidate 1,Scandal,No Scandal,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Having an Extramarital Affair,Male,Conservative Party,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Sexual Harassment,Male,Liberal Democrats,Neutral
86.148.156.140,100,28,TRUE,2018/6/19 04:07,R_2tb8QmbkpOrrCtw,,,,,51.88330078,0.366699219,anonymous,EN,9.142,9.142,10.433,1,Candidate 1,15.714,15.714,16.837,1,Candidate 1,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Oppose EU Integration,Female,Sexual Harassment,Labour Party,EU Integration,Neutral,Gender,Male,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Support EU Integration,Female,Sexual Harassment,Liberal Democrats
86.30.98.84,100,36,TRUE,2018/6/19 04:07,R_1H0EiDfoo5fOxo6,,,,,51.90859985,0.920898438,anonymous,EN,11.295,12.847,13.841,3,Candidate 1,10.705,12.603,15.457,3,Candidate 2,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Support EU Integration,Liberal Democrats,Sexual Harassment,Female,Neutral,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Oppose EU Integration,Liberal Democrats,Misreporting Funds,Male,Neutral
31.221.65.146,100,25,TRUE,2018/6/19 04:09,R_1jSQwkL3KWyR5cn,,,,,51.51420593,-0.093093872,anonymous,EN,2.408,10.997,14.399,3,Candidate 2,8.207,9.145,9.834,3,Candidate 1,Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Female,Sexual Harassment,Labour Party,Oppose EU Integration,Female,Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Female,No Scandal,Labour Party,Support EU Integration,Female
81.109.254.163,100,98,TRUE,2018/6/19 04:09,R_A55URE4nOlIUh7b,,,,,51.3999939,0.050003052,anonymous,EN,71.816,83.355,84.317,3,Candidate 1,5.234,13.041,13.817,3,Candidate 1,Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Misreporting Funds,Neutral,Female,Conservative Party,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Plagiarism,Oppose EU Integration,Male,Labour Party
5.151.215.96,100,19,TRUE,2018/6/19 04:17,R_1BQrNHqdZmwUwQk,,,,,51.90859985,0.920898438,anonymous,EN,6.53,7.399,8.07,3,Candidate 1,6.511,6.997,8.754,3,Candidate 1,Gender,Male,EU Integration,Support EU Integration,Scandal,No Scandal,Party Affiliation,Conservative Party,Male,Oppose EU Integration,Plagiarism,Labour Party,Gender,Female,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Male,Oppose EU Integration,Sexual Harassment,Conservative Party
86.12.161.20,100,36,TRUE,2018/6/19 04:17,R_rlNlACbb4dikpLX,,,,,51.51420593,-0.093093872,anonymous,EN,5.035,5.035,7.355,1,Candidate 1,26.179,26.179,27.473,1,Candidate 2,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Male,Scandal,No Scandal,Labour Party,Neutral,Female,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Plagiarism,Labour Party,Neutral,Male,Sexual Harassment
86.1.190.190,100,56,TRUE,2018/6/19 04:22,R_1pn9J0QQRp5p3LR,,,,,51.90859985,0.920898438,anonymous,EN,4.688,23.918,29.013,2,Candidate 1,3.179,25.9,27.592,2,Candidate 1,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Gender,Male,Support EU Integration,No Scandal,Labour Party,Female,EU Integration,Support EU Integration,Scandal,No Scandal,Party Affiliation,Labour Party,Gender,Male,Support EU Integration,Misreporting Funds,Liberal Democrats,Male
155.245.59.228,100,21,TRUE,2018/6/19 04:23,R_PRLqCiKkAIo1VPH,,,,,51.94999695,1.066696167,anonymous,EN,7.832,7.832,9.015,1,Candidate 1,9.875,9.875,11.174,1,Candidate 1,Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Neutral,Misreporting Funds,Female,Liberal Democrats,Support EU Integration,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Misreporting Funds,Female,Conservative Party,Oppose EU Integration
86.1.186.170,100,20,TRUE,2018/6/19 04:31,R_1mQ5iZaQTR9iOkE,,,,,51.88330078,0.899993896,anonymous,EN,1.368,8.722,10.308,6,Candidate 1,0.947,7.866,9.349,4,Candidate 1,EU Integration,Oppose EU Integration,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Male,Oppose EU Integration,Having an Extramarital Affair,Conservative Party,Female,EU Integration,Neutral,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Gender,Male,Support EU Integration,Having an Extramarital Affair,Liberal Democrats,Male
81.154.34.58,100,31,TRUE,2018/6/19 04:34,R_3r2kgrUedprAPep,,,,,51.88330078,0.899993896,anonymous,EN,10.439,10.448,11.323,2,Candidate 2,16.195,17.257,19.279,3,Candidate 2,Party Affiliation,Labour Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Female,Conservative Party,Plagiarism,Neutral,Female,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Neutral,Gender,Male,Conservative Party,Having an Extramarital Affair,Neutral,Male
82.71.32.36,100,19,TRUE,2018/6/19 04:39,R_3Lhwo0Rx5n30alm,,,,,50.8500061,0.566696167,anonymous,EN,5.863,5.863,6.862,1,Candidate 1,6.913,6.913,8.438,1,Candidate 1,Scandal,No Scandal,Gender,Male,Party Affiliation,Labour Party,EU Integration,Support EU Integration,No Scandal,Female,Conservative Party,Oppose EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Labour Party,EU Integration,Neutral,Misreporting Funds,Female,Liberal Democrats,Oppose EU Integration
94.193.118.68,100,23,TRUE,2018/6/19 04:39,R_1Fht7o2M096BoEQ,,,,,52.08329773,1.166702271,anonymous,EN,8.728,9.993,10.508,4,Candidate 1,6.259,6.286,8.361,2,Candidate 2,Gender,Male,Party Affiliation,Labour Party,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Male,Labour Party,Misreporting Funds,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Male,Liberal Democrats,No Scandal,Neutral
86.14.187.92,100,18,TRUE,2018/6/19 04:49,R_3k69MQk1AeQoN0T,,,,,51.90859985,0.920898438,anonymous,EN,6.17,6.175,10.139,2,Candidate 2,6.292,6.295,6.87,2,Candidate 2,Scandal,Plagiarism,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Misreporting Funds,Female,Oppose EU Integration,Liberal Democrats,Scandal,Misreporting Funds,Gender,Female,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Plagiarism,Female,Support EU Integration,Labour Party
86.30.73.93,100,28,TRUE,2018/6/19 04:51,R_1gnlcS4mFYs6SZb,,,,,51.88330078,0.899993896,anonymous,EN,2.899,10.657,12.119,2,Candidate 2,11.001,11.001,13.057,1,Candidate 2,Gender,Female,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Female,Support EU Integration,Liberal Democrats,Plagiarism,Gender,Female,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Male,Neutral,Liberal Democrats,No Scandal
151.224.218.189,100,27,TRUE,2018/6/19 04:52,R_Xj4EMqqw4nsj601,,,,,52.08329773,1.166702271,anonymous,EN,9.428,9.428,10.923,1,Candidate 1,14.808,14.808,15.601,1,Candidate 2,Party Affiliation,Labour Party,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Gender,Male,Conservative Party,Sexual Harassment,Neutral,Female,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Female,Labour Party,Misreporting Funds,Support EU Integration,Male
85.255.237.90,100,14,TRUE,2018/6/19 04:53,R_2sXZNNhDr1cd6tg,,,,,51.51420593,-0.093093872,anonymous,EN,4.753,5.274,5.319,3,Candidate 1,2.444,7.232,7.729,3,Candidate 2,Scandal,No Scandal,EU Integration,Neutral,Gender,Female,Party Affiliation,Conservative Party,Sexual Harassment,Neutral,Male,Labour Party,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Conservative Party,Plagiarism,Support EU Integration,Female,Liberal Democrats
86.1.184.96,100,20,TRUE,2018/6/19 05:08,R_3fOxg8lVhASxRgN,,,,,51.88330078,0.899993896,anonymous,EN,5.467,7.874,8.98,3,Candidate 1,3.329,5.452,7.363,3,Candidate 1,Gender,Male,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Female,Sexual Harassment,Oppose EU Integration,Labour Party,Gender,Female,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Male,Plagiarism,Oppose EU Integration,Conservative Party
94.197.120.183,100,23,TRUE,2018/6/19 05:08,R_2CPLPWaTmkp0AEc,,,,,51.51420593,-0.093093872,anonymous,EN,5.279,10.379,11.321,4,Candidate 1,7.2,7.685,9.189,3,Candidate 2,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Male,Party Affiliation,Conservative Party,Oppose EU Integration,Sexual Harassment,Male,Liberal Democrats,EU Integration,Neutral,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Labour Party,Neutral,Misreporting Funds,Male,Liberal Democrats
176.251.88.148,100,41,TRUE,2018/6/19 05:10,R_3J8Hr8x8WpWwFRj,,,,,51.88330078,0.899993896,anonymous,EN,28.954,28.962,29.961,2,Candidate 2,9.625,9.63,10.324,2,Candidate 2,Gender,Female,Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Female,No Scandal,Liberal Democrats,Oppose EU Integration,Gender,Female,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Male,Sexual Harassment,Liberal Democrats,Oppose EU Integration
37.205.58.146,100,15,TRUE,2018/6/19 05:13,R_3COQJ4Dcosuz7GD,,,,,51.52839661,-0.114303589,anonymous,EN,4.282,7.376,8.229,4,Candidate 2,3.414,7.357,8.386,4,Candidate 2,Gender,Female,EU Integration,Neutral,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Female,Neutral,No Scandal,Liberal Democrats,Gender,Male,EU Integration,Neutral,Scandal,Plagiarism,Party Affiliation,Labour Party,Male,Support EU Integration,Having an Extramarital Affair,Liberal Democrats
95.149.130.5,100,14,TRUE,2018/6/19 05:13,R_zZN8yrnsG4it6W5,,,,,51.90859985,0.920898438,anonymous,EN,6.749,6.766,7.456,2,Candidate 2,5.412,5.425,6.107,2,Candidate 1,Gender,Female,Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Female,Plagiarism,Oppose EU Integration,Labour Party,Gender,Male,Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Male,No Scandal,Neutral,Liberal Democrats
213.205.251.30,100,20,TRUE,2018/6/19 05:13,R_1C3WW29EieFAIxz,,,,,51.55000305,0.166702271,anonymous,EN,2.157,7.583,10.262,4,Candidate 2,1.346,8.064,8.648,4,Candidate 1,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Gender,Female,Labour Party,Neutral,No Scandal,Male,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Scandal,No Scandal,Gender,Male,Liberal Democrats,Support EU Integration,No Scandal,Female
5.66.54.47,100,10,TRUE,2018/6/19 05:14,R_2QVPfdLS6hNkgN3,,,,,52.08329773,1.166702271,anonymous,EN,1.387,4.923,4.958,4,Candidate 1,0.666,3.145,3.88,3,Candidate 2,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Male,Scandal,No Scandal,Conservative Party,Support EU Integration,Female,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Scandal,Sexual Harassment,Liberal Democrats,Support EU Integration,Male,No Scandal
155.245.43.5,100,65,TRUE,2018/6/19 05:19,R_2c5uhMFGe4YOPr7,,,,,51.88330078,0.899993896,anonymous,EN,44.484,44.484,45.228,1,Candidate 1,17.182,17.182,17.749,1,Candidate 1,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Male,Scandal,Sexual Harassment,Oppose EU Integration,Liberal Democrats,Female,Plagiarism,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Having an Extramarital Affair,Oppose EU Integration,Liberal Democrats,Female,Sexual Harassment
82.153.105.239,100,32,TRUE,2018/6/19 05:19,R_1KkJA4KcYjAj7wf,,,,,51.49639893,-0.122406006,anonymous,EN,22.248,24.087,25.412,2,Candidate 1,4.747,6.625,7.541,2,Candidate 1,EU Integration,Neutral,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Neutral,Female,Misreporting Funds,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Scandal,No Scandal,Party Affiliation,Labour Party,Neutral,Male,No Scandal,Liberal Democrats
86.1.185.63,100,28,TRUE,2018/6/19 05:25,R_2zYfnpJ1b015DTR,,,,,51.88330078,0.899993896,anonymous,EN,13.357,14.465,14.529,3,Candidate 2,10.583,10.587,11.302,2,Candidate 1,EU Integration,Neutral,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,Support EU Integration,Female,Liberal Democrats,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,Plagiarism,Support EU Integration,Female,Liberal Democrats,Misreporting Funds
155.245.46.34,100,20,TRUE,2018/6/19 05:27,R_1IsGQfCSWHX3g0h,,,,,51.88330078,0.899993896,anonymous,EN,10.129,10.129,11.444,1,Candidate 2,6.325,6.325,7.311,1,Candidate 2,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,Female,Neutral,Conservative Party,Plagiarism,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Male,Support EU Integration,Labour Party,Having an Extramarital Affair
82.26.186.122,100,19,TRUE,2018/6/19 05:27,R_d5qfQNsDUsEmyBj,,,,,51.35209656,0.533706665,anonymous,EN,8.874,8.874,10.251,1,Candidate 2,3.452,3.452,5.705,1,Candidate 1,EU Integration,Neutral,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Neutral,Female,Having an Extramarital Affair,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Scandal,Plagiarism,Party Affiliation,Conservative Party,Support EU Integration,Female,Misreporting Funds,Liberal Democrats
155.245.52.75,100,27,TRUE,2018/6/19 05:28,R_2dZ8W6NJBVLVvhz,,,,,51.88330078,0.899993896,anonymous,EN,11.983,11.983,13.153,1,Candidate 2,7.922,10.948,12.429,2,Candidate 1,Gender,Female,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Scandal,No Scandal,Male,Conservative Party,Neutral,Having an Extramarital Affair,Gender,Female,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Scandal,No Scandal,Male,Liberal Democrats,Neutral,Plagiarism
109.144.216.28,100,48,TRUE,2018/6/19 05:28,R_2uCcl3qCngoMV0Q,,,,,51.5,-0.083297729,anonymous,EN,1.869,6.946,9.721,3,Candidate 1,10.306,37.066,38.128,7,Candidate 2,Party Affiliation,Labour Party,Gender,Female,Scandal,No Scandal,EU Integration,Support EU Integration,Liberal Democrats,Female,Sexual Harassment,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Conservative Party,Female,Having an Extramarital Affair,Support EU Integration
213.205.251.21,100,25,TRUE,2018/6/19 05:38,R_3ir2roHUZrgJAVr,,,,,51.55000305,0.166702271,anonymous,EN,5.186,6.222,7.499,3,Candidate 1,2.582,4.707,6.318,5,Candidate 1,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,Gender,Male,Support EU Integration,Liberal Democrats,Sexual Harassment,Female,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Female,Support EU Integration,Liberal Democrats,Misreporting Funds,Male
90.221.94.253,100,54,TRUE,2018/6/19 05:39,R_w6JThLQbjZMeXhD,,,,,52.08329773,1.166702271,anonymous,EN,1.348,8.545,9.994,3,Candidate 2,35.438,40.912,43.139,5,Candidate 2,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Neutral,No Scandal,Female,Liberal Democrats,Neutral,Scandal,Plagiarism,Gender,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,No Scandal,Female,Conservative Party,Support EU Integration
62.172.163.242,100,16,TRUE,2018/6/19 05:40,R_2Y9PImXIjcKfHqM,,,,,51.88330078,0.899993896,anonymous,EN,8.203,8.203,9.543,1,Candidate 1,5.096,5.096,6.012,1,Candidate 1,EU Integration,Neutral,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Oppose EU Integration,Female,Misreporting Funds,Labour Party,EU Integration,Neutral,Gender,Male,Scandal,Plagiarism,Party Affiliation,Labour Party,Oppose EU Integration,Male,Having an Extramarital Affair,Conservative Party
88.96.54.126,100,11,TRUE,2018/6/19 05:42,R_3MlCI8pm10vT83z,,,,,51.88330078,0.899993896,anonymous,EN,5.123,6.166,6.601,2,Candidate 1,2.082,2.082,3.338,1,Candidate 2,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Female,Conservative Party,Misreporting Funds,Oppose EU Integration,Male,Party Affiliation,Labour Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Female,Liberal Democrats,Misreporting Funds,Support EU Integration,Female
155.245.59.27,100,20,TRUE,2018/6/19 05:44,R_3JaO1kdpATqNfOq,,,,,51.90859985,0.920898438,anonymous,EN,11.125,11.125,12.392,1,Candidate 2,6.929,6.929,8.17,1,Candidate 2,Party Affiliation,Liberal Democrats,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,Liberal Democrats,No Scandal,Support EU Integration,Female,Party Affiliation,Labour Party,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Male,Conservative Party,Plagiarism,Oppose EU Integration,Female
155.245.98.61,100,51,TRUE,2018/6/19 05:46,R_3KvZkt5HBlXv88W,,,,,51.88279724,1.004592896,anonymous,EN,19.633,33.06,34.343,3,Candidate 2,15.559,16.971,17.335,2,Candidate 1,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Female,Neutral,Plagiarism,Labour Party,Gender,Female,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Female,Oppose EU Integration,Misreporting Funds,Liberal Democrats
86.137.181.112,100,17,TRUE,2018/6/19 05:46,R_1CeTiaHgH9655CQ,,,,,51.88330078,0.899993896,anonymous,EN,7.006,8.417,8.955,3,Candidate 1,5.875,5.902,7.629,2,Candidate 1,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Having an Extramarital Affair,Oppose EU Integration,Liberal Democrats,Female,Sexual Harassment,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Male,Scandal,No Scandal,Support EU Integration,Labour Party,Male,Misreporting Funds
86.1.188.221,100,24,TRUE,2018/6/19 05:47,R_3IRinPVN4ROidYv,,,,,51.90859985,0.920898438,anonymous,EN,6.236,7.106,7.624,3,Candidate 1,9.124,11.533,11.941,4,Candidate 2,Scandal,Having an Extramarital Affair,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Male,Sexual Harassment,Neutral,Liberal Democrats,Male,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Male,Having an Extramarital Affair,Neutral,Conservative Party,Female
155.245.97.161,100,17,TRUE,2018/6/19 05:47,R_bI7ZDQbonhCkhjz,,,,,51.93649292,1.278305054,anonymous,EN,6.415,6.415,7.693,1,Candidate 2,8.434,8.434,9.272,1,Candidate 1,Party Affiliation,Conservative Party,Scandal,No Scandal,EU Integration,Neutral,Gender,Female,Labour Party,Having an Extramarital Affair,Support EU Integration,Male,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Male,Labour Party,Sexual Harassment,Support EU Integration,Female
155.245.62.220,100,29,TRUE,2018/6/19 05:48,R_wMn4PxNAmlwZtF7,,,,,51.88330078,0.899993896,anonymous,EN,6.257,6.257,7.367,1,Candidate 1,9.016,20.956,21.976,2,Candidate 2,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Scandal,Plagiarism,Liberal Democrats,Oppose EU Integration,Male,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Sexual Harassment,Liberal Democrats,Oppose EU Integration,Male,Misreporting Funds
82.132.233.8,100,27,TRUE,2018/6/19 05:48,R_2CQHKgrNcHbn4oO,,,,,51.49639893,-0.122406006,anonymous,EN,9.186,11.035,12.213,3,Candidate 2,8.142,10.116,12.218,3,Candidate 1,Gender,Female,Party Affiliation,Labour Party,EU Integration,Neutral,Scandal,Plagiarism,Male,Conservative Party,Support EU Integration,No Scandal,Gender,Female,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Scandal,Plagiarism,Male,Labour Party,Oppose EU Integration,Having an Extramarital Affair
176.26.250.210,100,22,TRUE,2018/6/19 05:48,R_cwDxG4LWmD18j2F,,,,,52.08329773,1.166702271,anonymous,EN,8.426,8.426,10,1,Candidate 2,8.243,8.243,9.984,1,Candidate 2,Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,No Scandal,Conservative Party,Support EU Integration,Female,Scandal,No Scandal,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,No Scandal,Conservative Party,Support EU Integration,Female
155.245.60.141,100,18,TRUE,2018/6/19 05:49,R_1rBJNBHKui7xxly,,,,,51.88279724,1.004592896,anonymous,EN,6.382,6.937,8.856,2,Candidate 2,7.347,7.347,8.192,1,Candidate 2,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Male,Having an Extramarital Affair,Support EU Integration,Labour Party,Female,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,Plagiarism,Support EU Integration,Conservative Party,Female
2.27.191.252,100,38,TRUE,2018/6/19 05:53,R_2uySq4mV4Q5arV1,,,,,51.88330078,0.899993896,anonymous,EN,17.732,20.433,21.604,2,Candidate 2,10.771,13.565,14.724,2,Candidate 2,Scandal,Sexual Harassment,EU Integration,Neutral,Gender,Male,Party Affiliation,Conservative Party,Plagiarism,Oppose EU Integration,Female,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Conservative Party,No Scandal,Support EU Integration,Female,Liberal Democrats
193.113.48.9,100,31,TRUE,2018/6/19 05:54,R_2uD7Nwtgw6IaG58,,,,,51.56669617,-0.016693115,anonymous,EN,17.939,17.939,20.177,1,Candidate 1,9.223,9.223,10.841,1,Candidate 2,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Female,Liberal Democrats,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Misreporting Funds,Neutral,Female,Conservative Party
51.7.83.115,100,22,TRUE,2018/6/19 05:55,R_1JRCDOzcumQ1UVx,,,,,51.13330078,0.283294678,anonymous,EN,7.667,12.049,12.771,2,Candidate 1,6.349,7.598,8.532,2,Candidate 2,Scandal,Sexual Harassment,EU Integration,Neutral,Gender,Female,Party Affiliation,Conservative Party,Misreporting Funds,Neutral,Male,Conservative Party,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Conservative Party,Sexual Harassment,Oppose EU Integration,Female,Conservative Party
131.111.84.203,100,33,TRUE,2018/6/19 05:56,R_2rhVAYBBSID2c0X,,,,,52.19999695,0.116699219,anonymous,EN,8.406,8.406,10.416,1,Candidate 1,20.983,20.983,22.169,1,Candidate 2,EU Integration,Support EU Integration,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Gender,Female,Neutral,Misreporting Funds,Labour Party,Female,EU Integration,Support EU Integration,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Male,Neutral,Having an Extramarital Affair,Labour Party,Female
2.96.126.200,100,22,TRUE,2018/6/19 05:56,R_3p9KQE6oaC5kGTz,,,,,51.88330078,0.899993896,anonymous,EN,8.937,8.937,10.299,1,Candidate 2,8.158,8.158,9.587,1,Candidate 2,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,No Scandal,Liberal Democrats,Male,Oppose EU Integration,Plagiarism,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Labour Party,Female,Support EU Integration,No Scandal
