,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
124,155.245.28.16,100,45,TRUE,2018/6/4 05:39,R_2WvrN6cDvbvhdto,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.95,0,22.12,22.12,23.406,1,Minister 2,11.456,11.456,12.43,1,Minister 1,Party Affiliation,Liberal Democrats,EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Gender,Female,Liberal Democrats,Neutral,No Scandal,Neutral,Conservative Party,Plagiarism,Female,Party Affiliation,Labour Party,EU Integration,Neutral,PM's Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,Gender,Female,Conservative Party,Support EU Integration,Misreporting Funds,Support EU Integration,Conservative Party,Misreporting Funds,Male
125,155.245.28.17,100,55,TRUE,2018/6/4 05:40,R_2ARPIOIqc8fbyDN,,,,,51.90859985,0.920898438,anonymous,EN,0,0,32.724,0,7.647,7.647,8.852,1,Minister 1,7.585,7.585,14.538,1,Minister 1,Scandal,No Scandal,Gender,Female,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,EU Integration,Neutral,PM's Partisanship,Labour Party,Plagiarism,Female,Support EU Integration,Liberal Democrats,Misreporting Funds,Oppose EU Integration,Conservative Party,Scandal,Sexual Harassment,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,EU Integration,Neutral,PM's Partisanship,Conservative Party,Sexual Harassment,Female,Neutral,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Conservative Party
126,155.245.28.30,100,36,TRUE,2018/6/4 05:40,R_BDt7YtZOgoFjatX,,,,,51.90859985,0.920898438,anonymous,EN,0,0,14.409,0,11.443,11.443,12.529,1,Minister 1,8.178,8.178,9.409,1,Minister 2,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Conservative Party,Female,Liberal Democrats,Plagiarism,Support EU Integration,Misreporting Funds,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Labour Party,Female,Labour Party,No Scandal,Oppose EU Integration,Having an Extramarital Affair,Support EU Integration
127,155.245.28.26,100,56,TRUE,2018/6/4 05:40,R_9AlAsx15akW9ZiV,,,,,51.90859985,0.920898438,anonymous,EN,27.741,27.741,29.243,1,12.992,12.992,13.971,1,Minister 2,13.765,13.765,14.618,1,Minister 2,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Gender,Male,EU Integration,Neutral,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,No Scandal,Conservative Party,Misreporting Funds,Female,Neutral,Support EU Integration,Liberal Democrats,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Scandal,No Scandal,Gender,Female,EU Integration,Neutral,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Sexual Harassment,Labour Party,No Scandal,Male,Oppose EU Integration,Support EU Integration,Labour Party
128,155.245.28.8,100,39,TRUE,2018/6/4 05:40,R_2dTpabou9HxZymx,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.866,0,7.628,7.628,9.093,1,Minister 2,15.513,15.513,16.334,1,Minister 2,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Conservative Party,Conservative Party,Male,Neutral,Support EU Integration,Misreporting Funds,No Scandal,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,PM's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Labour Party,Labour Party,Female,Oppose EU Integration,Support EU Integration,Misreporting Funds,Having an Extramarital Affair
129,155.245.28.27,100,43,TRUE,2018/6/4 05:40,R_24jbdEVhXNvySQp,,,,,51.90859985,0.920898438,anonymous,EN,28.278,28.919,29.998,2,4.373,6.011,7.082,2,Minister 1,2.234,5.293,6.395,3,Minister 2,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Scandal,Having an Extramarital Affair,PM's Scandal,No Scandal,Party Affiliation,Labour Party,Gender,Female,EU Integration,Neutral,Oppose EU Integration,Conservative Party,No Scandal,Having an Extramarital Affair,Conservative Party,Female,Neutral,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,PM's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Neutral,Oppose EU Integration,Conservative Party,Having an Extramarital Affair,Having an Extramarital Affair,Liberal Democrats,Male,Neutral
130,155.245.28.35,100,48,TRUE,2018/6/4 05:40,R_0wBP3QWqmx9DV3b,,,,,51.90859985,0.920898438,anonymous,EN,18.586,18.586,22.268,1,18.147,18.939,20.221,2,Minister 2,4.756,4.756,5.98,1,Minister 2,EU Integration,Support EU Integration,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Support EU Integration,Female,Support EU Integration,Liberal Democrats,No Scandal,Conservative Party,Misreporting Funds,EU Integration,Support EU Integration,Gender,Female,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Support EU Integration,Female,Oppose EU Integration,Labour Party,No Scandal,Labour Party,No Scandal
131,155.245.28.21,100,59,TRUE,2018/6/4 05:41,R_1n1GzfXn1fMrPP9,,,,,51.90859985,0.920898438,anonymous,EN,1.095,1.095,27.908,1,0.789,13.217,20.183,7,Minister 2,9.495,10.118,12.671,2,Minister 1,PM's Partisanship,Conservative Party,Gender,Male,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Conservative Party,Conservative Party,Male,Having an Extramarital Affair,Neutral,Having an Extramarital Affair,Neutral,Liberal Democrats,PM's Partisanship,Conservative Party,Gender,Male,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,PM's Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Conservative Party,Conservative Party,Female,Having an Extramarital Affair,Support EU Integration,Plagiarism,Oppose EU Integration,Liberal Democrats
132,155.245.28.4,100,43,TRUE,2018/6/4 05:41,R_2t42NhLLGSarzs4,,,,,51.90859985,0.920898438,anonymous,EN,0,0,10.253,0,18.512,18.512,19.557,1,Minister 2,12.873,12.873,13.477,1,Minister 1,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Plagiarism,Neutral,Support EU Integration,Male,Conservative Party,Liberal Democrats,Plagiarism,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Oppose EU Integration,Gender,Female,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,Having an Extramarital Affair,Oppose EU Integration,Neutral,Female,Conservative Party,Conservative Party,Misreporting Funds
133,155.245.28.9,100,55,TRUE,2018/6/4 05:41,R_WvbYmysvc64rMuR,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.667,0,24.847,24.847,33.928,1,Minister 2,5.48,10.188,12.62,10,Minister 2,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Gender,Male,PM's Scandal,Plagiarism,Labour Party,Labour Party,Plagiarism,Oppose EU Integration,Neutral,Female,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,Gender,Male,PM's Scandal,Sexual Harassment,Conservative Party,Conservative Party,No Scandal,Support EU Integration,Support EU Integration,Male,No Scandal
134,155.245.28.12,100,84,TRUE,2018/6/4 05:41,R_2cbjCTcwGTgiIGW,,,,,51.90859985,0.920898438,anonymous,EN,0,0,38.054,0,24.411,24.411,25.516,1,Minister 2,22.208,22.208,23.606,1,Minister 2,Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,PM's Scandal,Misreporting Funds,Having an Extramarital Affair,Conservative Party,Support EU Integration,Neutral,Female,Conservative Party,Sexual Harassment,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,Having an Extramarital Affair,Labour Party,Neutral,Support EU Integration,Female,Labour Party,Sexual Harassment
135,155.245.28.19,100,52,TRUE,2018/6/4 05:41,R_1jVce44mADp106H,,,,,51.90859985,0.920898438,anonymous,EN,0,0,14.89,0,14.667,21.008,30.445,2,Minister 2,3.369,3.369,7.225,1,Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Neutral,Conservative Party,Male,Misreporting Funds,Conservative Party,Sexual Harassment,Oppose EU Integration,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Oppose EU Integration,Labour Party,Female,Having an Extramarital Affair,Labour Party,Misreporting Funds,Support EU Integration
136,155.245.28.10,100,50,TRUE,2018/6/4 05:42,R_2fX3q1I4ZdeTd9T,,,,,51.90859985,0.920898438,anonymous,EN,0,0,22.394,0,6.907,6.907,10.086,1,Minister 2,2.264,9.909,18.297,2,Minister 2,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Gender,Male,EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Having an Extramarital Affair,Conservative Party,Conservative Party,Neutral,Male,Oppose EU Integration,Plagiarism,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Sexual Harassment,Conservative Party,Conservative Party,Support EU Integration,Female,Support EU Integration,Having an Extramarital Affair
137,155.245.28.29,100,73,TRUE,2018/6/4 05:42,R_1Ngq8vOFi5XjA9G,,,,,51.90859985,0.920898438,anonymous,EN,0,0,17.965,0,27.867,27.867,31.54,1,Minister 2,25.172,25.172,26.307,1,Minister 1,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,PM's Scandal,Having an Extramarital Affair,Gender,Female,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Oppose EU Integration,Conservative Party,No Scandal,Female,Conservative Party,Support EU Integration,Plagiarism,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,Gender,Female,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Oppose EU Integration,Labour Party,Plagiarism,Female,Labour Party,Neutral,Having an Extramarital Affair
138,155.245.28.23,100,45,TRUE,2018/6/4 05:42,R_233IOMAhSm7Eues,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.795,0,22.963,22.963,23.922,1,Minister 1,15.331,15.331,16.063,1,Minister 2,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Support EU Integration,Plagiarism,Sexual Harassment,Neutral,Male,Labour Party,Labour Party,PM's Position in EU Integration,Neutral,PM's Scandal,Sexual Harassment,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Support EU Integration,No Scandal,Sexual Harassment,Support EU Integration,Female,Labour Party,Labour Party
139,155.245.28.24,100,27,TRUE,2018/6/4 05:42,R_1dn8FbX4YDn6Owt,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.445,0,9.83,9.83,10.868,1,Minister 2,6.419,6.419,9.643,1,Minister 1,Scandal,Sexual Harassment,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,No Scandal,Plagiarism,Labour Party,Neutral,Male,Support EU Integration,Labour Party,Scandal,No Scandal,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Gender,Female,EU Integration,Neutral,Party Affiliation,Conservative Party,Sexual Harassment,Misreporting Funds,Conservative Party,Oppose EU Integration,Male,Support EU Integration,Conservative Party
140,155.245.28.22,100,56,TRUE,2018/6/4 05:43,R_1f4c1YS6FD1oYAx,,,,,51.90859985,0.920898438,anonymous,EN,0,0,30.253,0,16.65,16.65,17.534,1,Minister 1,7.532,7.532,9.051,1,Minister 1,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,EU Integration,Neutral,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Scandal,Having an Extramarital Affair,Neutral,Conservative Party,Neutral,Female,Plagiarism,Conservative Party,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,EU Integration,Support EU Integration,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,Oppose EU Integration,Conservative Party,Oppose EU Integration,Male,Misreporting Funds,Conservative Party,Plagiarism
141,155.245.28.33,100,41,TRUE,2018/6/4 05:43,R_DJjJ81t9ooHoaEp,,,,,51.90859985,0.920898438,anonymous,EN,0,0,14.181,0,10.692,10.692,11.65,1,Minister 2,15.449,15.449,16.25,1,Minister 1,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Plagiarism,Male,Labour Party,Support EU Integration,Labour Party,Misreporting Funds,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,No Scandal,Female,Conservative Party,Neutral,Conservative Party,Sexual Harassment,Oppose EU Integration
142,155.245.28.34,100,109,TRUE,2018/6/4 05:43,R_zVisvYIQXReOHpT,,,,,51.90859985,0.920898438,anonymous,EN,0,0,50.602,0,29.05,29.05,47.041,1,Minister 1,12.089,12.089,17.109,1,Minister 1,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,No Scandal,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Gender,Female,PM's Partisanship,Labour Party,Liberal Democrats,Support EU Integration,Sexual Harassment,Oppose EU Integration,Sexual Harassment,Female,Conservative Party,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Gender,Female,PM's Partisanship,Conservative Party,Conservative Party,Neutral,Misreporting Funds,Neutral,Misreporting Funds,Male,Conservative Party
143,155.245.28.14,100,100,TRUE,2018/6/4 05:44,R_2wgnbyAjhvqGfFU,,,,,51.90859985,0.920898438,anonymous,EN,0,0,46.77,0,25.19,25.19,27.324,1,Minister 2,25.404,25.404,29.327,1,Minister 2,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Female,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Plagiarism,Neutral,Male,Conservative Party,Conservative Party,Having an Extramarital Affair,Support EU Integration,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,Misreporting Funds,Support EU Integration,Female,Labour Party,Labour Party,Sexual Harassment,Neutral
144,155.245.28.32,100,63,TRUE,2018/6/4 05:44,R_1QgdNW3gihTiUlq,,,,,51.90859985,0.920898438,anonymous,EN,0,0,39.69,0,11.352,11.352,12.487,1,Minister 1,12.005,12.005,12.958,1,Minister 1,Gender,Female,PM's Scandal,Plagiarism,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Scandal,No Scandal,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Male,Plagiarism,Conservative Party,Neutral,Plagiarism,Oppose EU Integration,Conservative Party,Gender,Male,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,Scandal,Plagiarism,EU Integration,Neutral,PM's Partisanship,Labour Party,Female,Plagiarism,Conservative Party,Neutral,Plagiarism,Support EU Integration,Conservative Party
145,155.245.28.37,100,46,TRUE,2018/6/4 05:44,R_322SljiBFyRGHdv,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.52,0,26.179,26.179,27.217,1,Minister 2,9.69,9.69,11.668,1,Minister 2,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Oppose EU Integration,Male,Having an Extramarital Affair,Conservative Party,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Support EU Integration,Female,Plagiarism,Labour Party,Labour Party,Support EU Integration,No Scandal
146,155.245.28.2,100,112,TRUE,2018/6/4 05:45,R_D1ZWHbpdnoKO17r,,,,,51.90859985,0.920898438,anonymous,EN,0,0,38.767,0,49.969,49.969,50.773,1,Minister 2,25.755,25.755,27.699,1,Minister 2,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Male,Oppose EU Integration,Liberal Democrats,Having an Extramarital Affair,Support EU Integration,Misreporting Funds,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Female,Neutral,Labour Party,No Scandal,Neutral,Plagiarism,Labour Party
147,155.245.28.25,100,82,TRUE,2018/6/4 05:45,R_3GqRhzugmHnSXRh,,,,,51.90859985,0.920898438,anonymous,EN,0,0,23.537,0,20.916,23.159,24.455,2,Minister 2,10.494,10.494,37.238,1,Minister 1,PM's Position in EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Neutral,Misreporting Funds,Neutral,Sexual Harassment,Male,Conservative Party,Conservative Party,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Neutral,Plagiarism,Neutral,Misreporting Funds,Female,Labour Party,Labour Party
148,155.245.28.36,100,91,TRUE,2018/6/4 05:46,R_0NdUXyy8mgGR87n,,,,,51.90859985,0.920898438,anonymous,EN,0,0,45.34,0,34.206,34.206,35.086,1,Minister 1,13.29,13.29,14.759,1,Minister 2,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,No Scandal,Labour Party,Neutral,Sexual Harassment,Female,Oppose EU Integration,Labour Party,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Conservative Party,Neutral,Misreporting Funds,Male,Oppose EU Integration,Conservative Party,No Scandal
149,155.245.28.2,100,23,TRUE,2018/6/4 06:07,R_1Kq1cbrFmYbLpCo,,,,,51.90859985,0.920898438,anonymous,EN,0,0,10.169,0,5.243,6.124,6.507,2,Minister 1,4.122,4.122,4.99,1,Minister 1,EU Integration,Neutral,Gender,Male,Scandal,Misreporting Funds,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Oppose EU Integration,Female,Plagiarism,Sexual Harassment,Labour Party,Labour Party,Neutral,EU Integration,Neutral,Gender,Female,Scandal,No Scandal,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Oppose EU Integration,Female,Having an Extramarital Affair,Sexual Harassment,Liberal Democrats,Conservative Party,Support EU Integration
150,155.245.28.20,100,30,TRUE,2018/6/4 06:07,R_9U2eHiKoUpWHQGZ,,,,,51.90859985,0.920898438,anonymous,EN,0,0,7.323,0,7.01,7.01,12.109,1,Minister 2,9.449,9.449,10.684,1,Minister 2,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Gender,Male,Scandal,Having an Extramarital Affair,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration,Labour Party,Female,Plagiarism,No Scandal,Labour Party,Neutral,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Female,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Neutral,Conservative Party,Male,Having an Extramarital Affair,Plagiarism,Conservative Party,Neutral
151,155.245.28.4,100,68,TRUE,2018/6/4 06:08,R_6Awwc5DQnftVdGp,,,,,51.90859985,0.920898438,anonymous,EN,0,0,18.306,0,1.931,25.308,28.302,2,Minister 1,22.276,23.132,23.619,2,Minister 2,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Female,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Misreporting Funds,Conservative Party,Neutral,Female,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Sexual Harassment,Conservative Party,Oppose EU Integration,Female,Misreporting Funds,Neutral,Liberal Democrats
152,155.245.28.22,100,33,TRUE,2018/6/4 06:08,R_2ci2vKuWMD21gBA,,,,,51.90859985,0.920898438,anonymous,EN,0,0,3.094,0,20.731,20.731,21.598,1,Minister 2,6.731,6.731,8.4,1,Minister 2,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Male,PM's Position in EU Integration,Neutral,EU Integration,Neutral,Plagiarism,Conservative Party,Misreporting Funds,Liberal Democrats,Male,Neutral,Support EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Female,PM's Position in EU Integration,Neutral,EU Integration,Neutral,No Scandal,Conservative Party,No Scandal,Liberal Democrats,Male,Support EU Integration,Neutral
153,155.245.28.14,100,40,TRUE,2018/6/4 06:08,R_33lMpEb27CK0T1j,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.047,0,11.648,15.03,16.047,2,Minister 2,8.365,10.216,11.21,2,Minister 2,PM's Position in EU Integration,Neutral,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Neutral,Male,Liberal Democrats,Support EU Integration,Plagiarism,Conservative Party,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Neutral,Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Support EU Integration,Male,Labour Party,Support EU Integration,Misreporting Funds,Labour Party,No Scandal
154,155.245.28.17,100,34,TRUE,2018/6/4 06:08,R_1d5kUwb8GA3219v,,,,,51.90859985,0.920898438,anonymous,EN,0,0,3.293,0,8.986,8.986,10.75,1,Minister 1,1.346,2.842,19.656,2,Minister 1,Gender,Female,PM's Scandal,No Scandal,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,No Scandal,PM's Position in EU Integration,Neutral,EU Integration,Neutral,Male,No Scandal,Conservative Party,Liberal Democrats,Plagiarism,Oppose EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,No Scandal,PM's Position in EU Integration,Neutral,EU Integration,Neutral,Male,Sexual Harassment,Conservative Party,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Support EU Integration
