IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6,F-1-7,F-1-1-7,F-1-2-7,F-2-7,F-2-1-7,F-2-2-7
155.245.28.4,100,30,TRUE,2018/4/25 03:03,R_3M5bLpTlUSDxDF5,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.475,0,9.158,9.158,10.537,1,Minister 2,11.218,11.218,13.39,1,Minister 2,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Labour Party,Support EU Integration,Support EU Integration,Labour Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Conservative Party,Support EU Integration,Neutral,Conservative Party,PM's Scandal,Plagiarism,Gender,Male,Sexual Harassment,Male,PM's Scandal,Sexual Harassment,Gender,Female,Misreporting Funds,Female,Scandal,Sexual Harassment,Misreporting Funds,Scandal,Misreporting Funds,Misreporting Funds
155.245.28.2,100,40,TRUE,2018/4/25 03:05,R_3kn1d0QAuZcAGWJ,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.904,0,6.801,8.067,10.485,2,Minister 1,18.541,19.44,20.016,2,Minister 2,Gender,Female,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,Female,Misreporting Funds,Support EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Male,Having an Extramarital Affair,Neutral,Support EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Conservative Party,Liberal Democrats,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Conservative Party,Conservative Party,Scandal,No Scandal,Sexual Harassment,Scandal,Misreporting Funds,No Scandal
155.245.28.8,100,50,TRUE,2018/4/25 03:06,R_2ea4OoJg8bD035a,,,,,51.90859985,0.920898438,anonymous,EN,0,0,7.472,0,5.837,5.837,8.197,1,Minister 2,17.976,19.096,19.704,2,Minister 1,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Scandal,Sexual Harassment,PM's Scandal,No Scandal,Oppose EU Integration,Conservative Party,Having an Extramarital Affair,Plagiarism,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,No Scandal,PM's Scandal,Sexual Harassment,Neutral,Conservative Party,No Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Labour Party,Male,Conservative Party,Gender,Male,Party Affiliation,Liberal Democrats,Female,Liberal Democrats,EU Integration,Neutral,Oppose EU Integration,EU Integration,Neutral,Neutral
155.245.28.2,100,41,TRUE,2018/4/25 04:01,R_1n9BMVrrpuTq4S3,,,,,51.90859985,0.920898438,anonymous,EN,0,0,2.214,0,14.656,14.656,15.707,1,Minister 2,22.524,22.524,23.345,1,Minister 2,Gender,Female,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,Scandal,Sexual Harassment,Female,Conservative Party,Plagiarism,Plagiarism,Gender,Female,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,Scandal,No Scandal,Male,Conservative Party,Having an Extramarital Affair,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Conservative Party,Oppose EU Integration,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Liberal Democrats,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration
155.245.28.4,100,62,TRUE,2018/4/25 04:09,R_23avqW2pKuyKiKp,,,,,51.90859985,0.920898438,anonymous,EN,0,0,21.658,0,20.351,20.351,22.693,1,Minister 1,9,9,18.845,1,Minister 2,EU Integration,Neutral,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Oppose EU Integration,Misreporting Funds,Conservative Party,Liberal Democrats,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Neutral,Sexual Harassment,Labour Party,Labour Party,Scandal,No Scandal,Gender,Female,Misreporting Funds,Female,Scandal,Sexual Harassment,Gender,Male,Having an Extramarital Affair,Male,PM's Position in EU Integration,Neutral,Neutral,PM's Position in EU Integration,Support EU Integration,Neutral
155.245.28.8,100,59,TRUE,2018/4/25 04:15,R_oYQiRw33sBG4gw1,,,,,51.90859985,0.920898438,anonymous,EN,0,0,31.673,0,19.764,19.764,20.983,1,Minister 1,5.858,6.898,8.062,2,Minister 1,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Misreporting Funds,Neutral,Female,Labour Party,Scandal,Having an Extramarital Affair,EU Integration,Neutral,Gender,Male,Party Affiliation,Conservative Party,No Scandal,Oppose EU Integration,Male,Conservative Party,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Labour Party,Misreporting Funds,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Conservative Party,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Neutral,PM's Position in EU Integration,Neutral,Support EU Integration
155.245.28.9,100,48,TRUE,2018/4/25 04:36,R_1LB8fbgo5ZFl7vK,,,,,51.90859985,0.920898438,anonymous,EN,0,0,22.928,0,9.492,9.492,12.674,1,Minister 1,12.312,12.312,13.529,1,Minister 2,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Scandal,Plagiarism,EU Integration,Neutral,Plagiarism,Conservative Party,Sexual Harassment,Neutral,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Sexual Harassment,Conservative Party,No Scandal,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Neutral,Male,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Neutral,Male,Party Affiliation,Labour Party,Liberal Democrats,Party Affiliation,Liberal Democrats,Conservative Party
155.245.28.10,100,70,TRUE,2018/4/25 04:36,R_3jXQHnRWh9pKTCh,,,,,51.90859985,0.920898438,anonymous,EN,0,0,36.363,0,25.54,25.54,27.121,1,Minister 2,8.49,8.49,9.558,1,Minister 1,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Neutral,Plagiarism,No Scandal,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Oppose EU Integration,Sexual Harassment,No Scandal,Labour Party,EU Integration,Support EU Integration,Gender,Female,Oppose EU Integration,Female,EU Integration,Support EU Integration,Gender,Male,Support EU Integration,Female,PM's Partisanship,Conservative Party,Conservative Party,PM's Partisanship,Conservative Party,Labour Party
155.245.28.8,100,69,TRUE,2018/4/25 04:37,R_eG9Nbnoo1l3KCe5,,,,,51.90859985,0.920898438,anonymous,EN,0,0,7.051,0,36.105,36.105,37.193,1,Minister 1,26.146,26.146,27.172,1,Minister 1,Gender,Male,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,PM's Scandal,Misreporting Funds,Female,Sexual Harassment,Conservative Party,Plagiarism,Gender,Male,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,Male,Sexual Harassment,Conservative Party,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Support EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Support EU Integration,Neutral,PM's Partisanship,Labour Party,Conservative Party,PM's Partisanship,Conservative Party,Conservative Party
155.245.28.4,100,40,TRUE,2018/4/25 05:01,R_8i6cuzZ41caOPfz,,,,,51.90859985,0.920898438,anonymous,EN,0,0,3.783,0,21.755,21.755,23.136,1,Minister 2,11.052,11.052,12.452,1,Minister 1,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,Gender,Male,Neutral,Oppose EU Integration,No Scandal,Male,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,Gender,Male,Support EU Integration,Oppose EU Integration,Having an Extramarital Affair,Female,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Liberal Democrats,Plagiarism,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Liberal Democrats,No Scandal,PM's Partisanship,Conservative Party,Conservative Party,PM's Partisanship,Conservative Party,Conservative Party
155.245.28.2,100,27,TRUE,2018/4/25 05:03,R_2PqjlTVB5YGOuUt,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.384,0,7.516,7.516,9.026,1,Minister 2,2.384,2.384,3.758,1,Minister 1,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Labour Party,Male,Support EU Integration,Misreporting Funds,Party Affiliation,Labour Party,Gender,Female,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Liberal Democrats,Male,Oppose EU Integration,No Scandal,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Labour Party,Misreporting Funds,PM's Partisanship,Labour Party,Scandal,Sexual Harassment,Conservative Party,Plagiarism,PM's Position in EU Integration,Support EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Support EU Integration
155.245.28.11,100,74,TRUE,2018/4/25 05:37,R_28H5zGkZ22I5WBd,,,,,51.90859985,0.920898438,anonymous,EN,0,0,46.071,0,11.217,11.217,17.538,1,Minister 2,10.497,10.497,11.877,1,Minister 2,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Scandal,Plagiarism,Support EU Integration,Support EU Integration,Misreporting Funds,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Neutral,Neutral,No Scandal,No Scandal,PM's Partisanship,Labour Party,Gender,Male,Conservative Party,Female,PM's Partisanship,Conservative Party,Gender,Female,Labour Party,Male,Party Affiliation,Labour Party,Liberal Democrats,Party Affiliation,Conservative Party,Labour Party
155.245.28.4,100,76,TRUE,2018/4/25 05:37,R_3JIzWKxEo7NcmMV,,,,,51.90859985,0.920898438,anonymous,EN,0,0,51.425,0,8.579,8.579,17.183,1,Minister 1,9.701,9.701,10.737,1,Minister 2,Gender,Male,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Male,Conservative Party,Neutral,Plagiarism,Gender,Male,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,Female,Conservative Party,Neutral,No Scandal,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Liberal Democrats,No Scandal,Party Affiliation,Conservative Party,Scandal,Plagiarism,Conservative Party,Plagiarism,EU Integration,Oppose EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Support EU Integration
155.245.28.8,100,46,TRUE,2018/4/25 05:37,R_2dv99SZEW1p07hO,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.522,0,26.603,26.603,28.382,1,Minister 1,11.04,11.04,12.191,1,Minister 1,Gender,Male,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Female,Conservative Party,Sexual Harassment,Oppose EU Integration,Gender,Male,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Female,Conservative Party,Plagiarism,Oppose EU Integration,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Liberal Democrats,Neutral,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Liberal Democrats,Neutral,PM's Scandal,No Scandal,Sexual Harassment,PM's Scandal,Misreporting Funds,Misreporting Funds
155.245.28.10,100,62,TRUE,2018/4/25 05:38,R_RxWGcaHdfj7R6j7,,,,,51.90859985,0.920898438,anonymous,EN,0,0,23.71,0,27.435,27.435,28.671,1,Minister 2,11.239,11.239,12.169,1,Minister 1,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Scandal,No Scandal,Neutral,Misreporting Funds,Support EU Integration,Misreporting Funds,EU Integration,Neutral,PM's Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Scandal,No Scandal,Neutral,Sexual Harassment,Oppose EU Integration,Sexual Harassment,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Conservative Party,Conservative Party,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Liberal Democrats,Conservative Party,Gender,Male,Male,Gender,Female,Female
155.245.28.9,100,111,TRUE,2018/4/25 05:41,R_32Jux7BDO4WwPGz,,,,,51.90859985,0.920898438,anonymous,EN,0,0,62.852,0,22.835,22.835,24.041,1,Minister 1,26.875,26.875,28.422,1,Minister 1,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,Conservative Party,Support EU Integration,Misreporting Funds,Liberal Democrats,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Labour Party,Support EU Integration,Misreporting Funds,Labour Party,Scandal,Misreporting Funds,Gender,Female,Sexual Harassment,Female,Scandal,Misreporting Funds,Gender,Female,Plagiarism,Male,EU Integration,Support EU Integration,Oppose EU Integration,EU Integration,Neutral,Oppose EU Integration
155.245.28.4,100,18,TRUE,2018/4/25 06:01,R_3IbFX5Dk5myog5T,,,,,51.90859985,0.920898438,anonymous,EN,0,0,1.421,0,5.973,5.973,7.2,1,Minister 2,7.588,7.588,8.424,1,Minister 2,EU Integration,Oppose EU Integration,Gender,Male,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Neutral,Female,Conservative Party,Oppose EU Integration,EU Integration,Support EU Integration,Gender,Female,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Oppose EU Integration,Female,Labour Party,Oppose EU Integration,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Liberal Democrats,Misreporting Funds,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Labour Party,Plagiarism,PM's Scandal,Misreporting Funds,Plagiarism,PM's Scandal,Misreporting Funds,Misreporting Funds
155.245.28.10,100,60,TRUE,2018/4/25 06:02,R_3pmMm5GUzaGTP4v,,,,,51.90859985,0.920898438,anonymous,EN,0,0,38.808,0,15.473,15.473,17.37,1,Minister 1,4.602,4.602,6.643,1,Minister 2,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Scandal,No Scandal,PM's Partisanship,Labour Party,Oppose EU Integration,Support EU Integration,Misreporting Funds,Labour Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Oppose EU Integration,Oppose EU Integration,Plagiarism,Conservative Party,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Sexual Harassment,Labour Party,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,No Scandal,Liberal Democrats,Gender,Male,Male,Gender,Male,Female
155.245.28.8,100,33,TRUE,2018/4/25 06:04,R_3fO0NGNPNkjlwBz,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.902,0,13.61,13.61,14.387,1,Minister 2,9.598,9.598,10.372,1,Minister 2,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Conservative Party,Sexual Harassment,Support EU Integration,Sexual Harassment,PM's Partisanship,Conservative Party,Scandal,Plagiarism,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Conservative Party,Plagiarism,Neutral,Plagiarism,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Liberal Democrats,Neutral,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,Conservative Party,Neutral,Gender,Female,Male,Gender,Female,Female
155.245.28.9,100,58,TRUE,2018/4/25 06:04,R_ux1oANU92gNmMlH,,,,,51.90859985,0.920898438,anonymous,EN,0,0,10.695,0,33.365,34.833,35.253,2,Minister 2,12.18,12.18,13.497,1,Minister 2,Gender,Male,PM's Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,Female,Plagiarism,Labour Party,Neutral,Gender,Female,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,Female,No Scandal,Labour Party,Neutral,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Labour Party,Support EU Integration,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Labour Party,Neutral,Scandal,No Scandal,No Scandal,Scandal,Sexual Harassment,Sexual Harassment
155.245.28.9,100,53,TRUE,2018/4/25 06:37,R_3pcpzjBo96cv410,,,,,51.90859985,0.920898438,anonymous,EN,0,0,19.685,0,5.928,5.928,12.876,1,Minister 2,16.653,16.653,21.13,1,Minister 1,Scandal,No Scandal,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,Misreporting Funds,Labour Party,Labour Party,Neutral,Scandal,No Scandal,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,No Scandal,Labour Party,Labour Party,Support EU Integration,PM's Scandal,No Scandal,EU Integration,Oppose EU Integration,Sexual Harassment,Neutral,PM's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Oppose EU Integration,Gender,Female,Female,Gender,Male,Male
155.245.28.2,100,67,TRUE,2018/4/25 06:39,R_2Ba0GMNheiQvdxO,,,,,51.90859985,0.920898438,anonymous,EN,0,0,29.603,0,25.861,25.861,26.798,1,Minister 2,11.996,11.996,13.146,1,Minister 2,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Neutral,Conservative Party,Misreporting Funds,Support EU Integration,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Support EU Integration,Conservative Party,No Scandal,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,Conservative Party,Female,Party Affiliation,Labour Party,Gender,Male,Liberal Democrats,Male,PM's Scandal,Sexual Harassment,Sexual Harassment,PM's Scandal,Misreporting Funds,Misreporting Funds
155.245.28.4,100,111,TRUE,2018/4/25 06:42,R_1cSTuEMS73XlhGx,,,,,51.90859985,0.920898438,anonymous,EN,0,0,53.001,0,39.856,39.856,41.265,1,Minister 1,19.242,19.242,20.31,1,Minister 1,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,Conservative Party,Support EU Integration,Liberal Democrats,No Scandal,PM's Partisanship,Conservative Party,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,Labour Party,Support EU Integration,Labour Party,Sexual Harassment,Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Misreporting Funds,Oppose EU Integration,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Misreporting Funds,Support EU Integration,Gender,Female,Female,Gender,Male,Female
