IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q9,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Q8,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4
155.245.28.4,100,484,TRUE,2018/6/4 08:02,R_1GviJC1Hc0Ny0O6,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,399.874,0,0,0,70.925,0,24.787,24.787,26.318,1,Candidate 2,4.177,4.177,14.531,1,Candidate 1,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Male,No Scandal,Conservative Party,Neutral,Gender,Female,Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Female,Plagiarism,Conservative Party,Neutral
155.245.28.8,100,734,TRUE,2018/6/4 08:07,R_3e4XpZ6kKbGzISC,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,535.906,535.906,720.479,1,0,0,31.35,0,11.397,12.679,13.414,2,Candidate 2,9.21,9.21,10.465,1,Candidate 2,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Female,Oppose EU Integration,Sexual Harassment,Labour Party,Male,EU Integration,Neutral,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Female,Support EU Integration,Having an Extramarital Affair,Conservative Party,Male
155.245.28.2,100,63,TRUE,2018/6/4 08:32,R_1hKZGyM0XpUwvgK,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,39.997,0,0,0,1.131,0,16.245,17.347,18.08,2,Candidate 2,2.976,2.976,3.733,1,Candidate 1,Scandal,Sexual Harassment,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Plagiarism,Male,Support EU Integration,Conservative Party,Scandal,No Scandal,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Plagiarism,Male,Oppose EU Integration,Conservative Party
155.245.28.10,100,33,TRUE,2018/6/4 08:32,R_3nfuKHk3ALlV9Fd,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1.679,0,0,0,5.534,0,11.777,11.777,13.403,1,Candidate 2,9.49,10.28,11.166,2,Candidate 1,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Male,Party Affiliation,Liberal Democrats,Support EU Integration,No Scandal,Male,Liberal Democrats,EU Integration,Support EU Integration,Scandal,No Scandal,Gender,Male,Party Affiliation,Conservative Party,Support EU Integration,Misreporting Funds,Female,Conservative Party
155.245.28.11,100,134,TRUE,2018/6/4 08:33,R_2ceJtylRfWBsYeN,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,95.603,0,0,0,18.883,0,11.488,11.488,17.361,1,Candidate 1,7.646,7.646,9.21,1,Candidate 1,EU Integration,Support EU Integration,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Support EU Integration,Female,Sexual Harassment,Conservative Party,EU Integration,Neutral,Gender,Male,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Neutral,Male,Sexual Harassment,Liberal Democrats
155.245.28.17,100,50,TRUE,2018/6/4 08:33,R_3oLvzYmr4HPZf1r,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,5.776,0,0,0,17.471,0,13.347,13.347,17.121,1,Candidate 1,6.751,6.751,9.328,1,Candidate 1,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Having an Extramarital Affair,Liberal Democrats,Oppose EU Integration,Male,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Male,Scandal,Misreporting Funds,Conservative Party,Oppose EU Integration,Male,Misreporting Funds
155.245.28.4,100,165,TRUE,2018/6/4 08:34,R_DTRHHnYzdBLjIxX,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,39.467,0,0,0,87.01,0,19.361,19.361,21.629,1,Candidate 1,23.914,23.914,25.845,1,Candidate 2,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,Plagiarism,Oppose EU Integration,Female,Conservative Party,Having an Extramarital Affair,EU Integration,Neutral,Gender,Female,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Neutral,Male,Liberal Democrats,Having an Extramarital Affair
155.245.28.12,100,223,TRUE,2018/6/4 08:35,R_22XrICQkxuCzcTT,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,191.686,0,0,0,26.406,0,10.074,10.074,11.391,1,Candidate 1,4.812,4.812,6.004,1,Candidate 2,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Scandal,No Scandal,Male,Conservative Party,Neutral,No Scandal,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Male,Liberal Democrats,Neutral,No Scandal
155.245.28.15,100,238,TRUE,2018/6/4 08:35,R_2zdnTho5I5kJc50,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,133.118,133.321,182.523,2,0,0,40.249,0,18.555,18.555,19.574,1,Candidate 1,8.767,8.767,10.089,1,Candidate 1,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Female,Scandal,Sexual Harassment,Conservative Party,Neutral,Female,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Scandal,No Scandal,Conservative Party,Support EU Integration,Male,Misreporting Funds
155.245.28.14,100,238,TRUE,2018/6/4 08:35,R_1GWBYK2AyMKcOE1,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,171.152,171.152,171.698,1,0,0,39.493,0,17.523,17.523,24.578,1,Candidate 1,11.995,11.995,13.213,1,Candidate 2,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Gender,Male,Party Affiliation,Liberal Democrats,Support EU Integration,No Scandal,Female,Conservative Party,EU Integration,Support EU Integration,Scandal,No Scandal,Gender,Male,Party Affiliation,Liberal Democrats,Support EU Integration,Sexual Harassment,Female,Liberal Democrats
155.245.28.8,100,250,TRUE,2018/6/4 08:35,R_O83X4eFR6E8fO2l,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,167.161,0,0,0,38.164,0,26.556,26.556,27.96,1,Candidate 1,26.893,26.893,28.913,1,Candidate 1,Party Affiliation,Conservative Party,EU Integration,Neutral,Gender,Male,Scandal,No Scandal,Liberal Democrats,Oppose EU Integration,Male,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Male,Scandal,Sexual Harassment,Conservative Party,Oppose EU Integration,Male,No Scandal
155.245.28.9,100,84,TRUE,2018/6/4 08:36,R_2bJKb34zsNYGjWM,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,3.485,0,0,0,43.965,0,19.351,19.351,21.545,1,Candidate 1,14.862,14.862,16.208,1,Candidate 1,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,EU Integration,Support EU Integration,Male,Liberal Democrats,Misreporting Funds,Oppose EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,No Scandal,EU Integration,Support EU Integration,Female,Conservative Party,Misreporting Funds,Support EU Integration
155.245.28.13,100,339,TRUE,2018/6/4 08:36,R_W3fPErekBh6Ketj,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,288.669,0,0,0,23.047,0,12.239,12.239,14.014,1,Candidate 1,30.415,30.415,31.402,1,Candidate 1,Scandal,Plagiarism,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Sexual Harassment,Male,Support EU Integration,Labour Party,Scandal,Plagiarism,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,No Scandal,Female,Neutral,Liberal Democrats
